"date","lake","DRP_mgm3_bottom","NH4_mgm3_bottom","NNN_mgm3_bottom","secchi_m","TN_mgm3_top","TP_mgm3_top","chla_mgm3_top","DO_sat_bottom","PAR_umolm2s_bottom","spcond_uScm_bottom","temp_C_bottom","DO_sat_top","PAR_umolm2s_top","spcond_uScm_top","temp_C_top","thermo_depth","schmidt_stability","strat","Kd","month","year","tli_monthly","tli_annual"
2000-07-11,"Okareka",2,5,1,6.5,176.5,11,5.900000095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2000,3.45892953445885,3.1447944337613
2000-08-23,"Okareka",0.5,6,0.5,6.9,184,6,7.699999809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,2000,3.33354472085039,3.1447944337613
2000-09-28,"Okareka",0.5,8.5,3,9.1,195.5,8.5,3.700000048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2000,3.16412896458912,3.1447944337613
2000-10-25,"Okareka",4,11,0.5,11.1,268.5,4,0.899999976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,2000,2.56401302527835,3.1447944337613
2000-11-28,"Okareka",6,8,63,8.4,234,4,1.899999976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,2000,2.82902333289066,3.1447944337613
2000-12-15,"Okareka",2.25,3,39.25,9.3,271.5,4,3.299999952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,2000,2.99295897464597,3.1447944337613
2001-01-18,"Okareka",3.5,15.5,108,9.4,247,6,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2001,2.86921964761836,3.12614504531242
2001-02-14,"Okareka",3,7,0.5,9.6,298.75,8,2.299999952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2001,3.13267459937877,3.12614504531242
2001-03-21,"Okareka",2.9,20,15,9.6,215.1788101,4.189989567,2.299999952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2001,2.82039677594242,3.12614504531242
2001-04-18,"Okareka",5.85,31,5.7374872565,9.7,213.69664765,4.0949947835,3.099999905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2001,2.8893294778273,3.12614504531242
2001-05-22,"Okareka",0.5,3,2,9.4,214,6,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2001,3.18066391306422,3.12614504531242
2001-06-21,"Okareka",2,10,2,5.5,230.5,8.5,5.300000191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2001,3.49030854678807,3.12614504531242
2001-07-17,"Okareka",1,1,0.5,7.1,213.25,6,8.699999809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2001,3.40565454725465,3.12614504531242
2001-08-21,"Okareka",2,2,1,9.6,152,4,6.300000191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,2001,2.96997488436853,3.12614504531242
2001-09-19,"Okareka",0.5,4,2,7.6,183,6,5.800000191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2001,3.2203080700849,3.12614504531242
2001-10-17,"Okareka",2,5,0.5,9.6,207.5,6,2.599999905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,2001,2.95616713321056,3.12614504531242
2001-11-21,"Okareka",0.5,6,2,9.2,214.5,5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,2001,3.00688723554708,3.12614504531242
2001-12-11,"Okareka",0.5,20,0.5,7.3,245,3,4.300000191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,2001,3.02735566176004,3.12614504531242
2002-01-23,"Okareka",2,9,29,10.2,288.5,4,1.399999976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2002,2.74186628490117,3.08555593177774
2002-02-13,"Okareka",2,15,22,6.5,219.5,9,2.099999905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2002,3.18168219970909,3.08555593177774
2002-03-20,"Okareka",5,14,8,8.4,276,5,2.700000048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2002,3.05062425596159,3.08555593177774
2002-04-17,"Okareka",3,18,7,9.4,200.5,4,1.799999952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2002,2.72278972372555,3.08555593177774
2002-05-23,"Okareka",5,3,9,9.2,250.5,5,3.900000095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2002,3.08743383591022,3.08555593177774
2002-06-11,"Okareka",0.5,12,1,5.8,207,4,5.199999809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2002,3.19348337046174,3.08555593177774
2002-07-25,"Okareka",0.5,2,0.5,6.7,203.5,3,7.099999905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2002,3.13434342055722,3.08555593177774
2002-08-21,"Okareka",2,2,1,8.6,137,6,3.900000095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,2002,2.97249995532082,3.08555593177774
2002-09-25,"Okareka",0.5,7,1,9.1,204,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2002,3.21765893962621,3.08555593177774
2002-10-24,"Okareka",3,20,4,10.3,238,9,3.099999905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,2002,3.15159436084391,3.08555593177774
2002-11-22,"Okareka",1,19,7,8.4,155.5,4,3.200000048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,2002,2.83922722844332,3.08555593177774
2002-12-19,"Okareka",2,8,41,7.9,178,9,2.599999905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,2002,3.10497781687436,3.08555593177774
2003-01-22,"Okareka",2,0.5,70,7.4,200.5,7,3.200000048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2003,3.14428470609559,3.15126418281541
2003-02-19,"Okareka",3,1,56,6,195.5,5,4.599999905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2003,3.20051124775586,3.15126418281541
2003-03-19,"Okareka",1.75,11.5,28.25,8.1,213.5,4,2.599999905,4.139999866,0.180000007,136.5401882,10.97000027,63.68000031,490.3099976,77.40920557,18.87999916,12.5803967758612,534.584720076902,1,0.309570239630393,3,2003,2.89849345112647,3.15126418281541
2003-04-16,"Okareka",0.5,22,0.5,9.1,228.5,5,3.400000095,2.619999886,0.170000002,126.9500684,10.98999977,101.7200012,312,77.33730319,17.42000008,14.5601474357652,439.467001412619,1,0.283409040905827,4,2003,3.02355620426233,3.15126418281541
2003-05-27,"Okareka",28,107,0.5,9,151.5,4,3.900000095,3.680000067,0.25,159.1850782,11,93.72000122,513,77.12320289,14.21000004,19.3579896843974,200.587972607298,1,0.269445253638574,5,2003,2.86037880755326,3.15126418281541
2003-06-19,"Okareka",17,3,1.75,5.8,185,6,5.199999809,7.420000076,0.039999999,177.7549226,11.02999973,87.27999878,137.3300018,77.4289718,12.22000027,0,74.6347333754351,0,0.319044367147943,6,2003,3.28530903023933,3.15126418281541
2003-07-23,"Okareka",2,1,3,7.6,251,8,7,92.98999786,0.07,109.8226339,9.920000076,88.98999786,205.6699982,77.9244631,9.979999542,0,1.71846673014616,0,0.290295075124001,7,2003,3.46663384861626,3.15126418281541
2003-08-29,"Okareka",2,1,0.5,7.1,234.5,4,6.400000095,94.41999817,0.039999999,96.84997282,9.569999695,96.01000214,40.31000137,78.16104421,9.649999619,0,3.84912900648672,0,0.261452801075493,8,2003,3.22348098628561,3.15126418281541
2003-09-22,"Okareka",2,5,0.5,6.7,181.5,6,2.5,68.16999817,0.090000004,78.40265971,10.06000042,74.62000275,704.7299805,77.52308624,11.31000042,0,58.8553034697542,0,0.322663973613819,9,2003,3.02884811754973,3.15126418281541
2003-10-22,"Okareka",5,14,6,9.2,213.5,6,3.099999905,76.48999786,0.159999996,77.75388886,10.43000031,120.6800003,258.1099854,76.75393861,15.36999989,4.33875222475023,204.897116618278,1,0.255590803994667,10,2003,3.02969386772028,3.15126418281541
2003-11-19,"Okareka",0.5,6,4,6.9,165.5,7,4.300000191,57.97000122,0.289999992,171.5974196,10.69999981,116.1800003,1085.73999,77.16449035,15.56999969,12.5820734258532,266.717049899618,1,0.300348041355327,11,2003,3.18711683694398,3.15126418281541
2003-12-17,"Okareka",0.5,13,14,5.4,86,8,4.5,37.95999908,0.119999997,168.8878555,10.81999969,96.62999725,821.8599854,76.40824415,20.11000061,7.01645411368647,546.666264664339,1,0.291742936900918,12,2003,3.10976024727945,3.15126418281541
2004-01-20,"Okareka",2,7,43,4.9,193.5,9,4.699999809,19.17000008,0.100000001,91.78434379,10.88000011,99.02999878,718.710022,77.93476107,22.84000015,5.55677438569488,726.406215285315,1,0.307165643622895,1,2004,3.45558976923344,3.34689309122845
2004-02-19,"Okareka",2,2,26,4.6,264,9,3.599999905,5,0.059999999,87.19791078,10.94999981,109.6699982,169.7100067,76.05553197,19.28000069,9.74720849122992,547.649148142763,1,0.306767547810507,2,2004,3.5038266029306,3.34689309122845
2004-04-05,"Okareka",3,17,0.5,5.6,213.5,9,19.29999924,1.950000048,0.100000001,90.78951484,11.02000046,107.5199966,823.9400024,76.42553439,17.37000084,14.395403544679,418.884918611236,1,0.333237164490876,4,2004,3.61410078022346,3.34689309122845
2004-04-22,"Okareka",26,52,1,6.4,201,8,1.600000024,2.029999971,0.100000001,98.25535021,11.01000023,107.3799973,618.4099731,76.95401511,15.46000004,15.4826660242131,278.838178310471,1,0.32102585962515,4,2004,3.61410078022346,3.34689309122845
2004-05-19,"Okareka",12,26,2,8.6,180,9,1.700000048,3.779999971,0.150000006,92.94651758,11.05000019,93.94000244,635.7800293,76.67920192,13.85000038,18.8035006284253,171.800693457568,1,0.288261202301188,5,2004,2.96126594841889,3.34689309122845
2004-06-16,"Okareka",2,10,2,4.5,201,8,3.099999905,81.41999817,0.039999999,77.48799723,11.31999969,83.40000153,62.90999985,76.86363705,11.42000008,0,4.265113232824,0,0.262974694311754,6,2004,3.34314669201523,3.34689309122845
2004-07-28,"Okareka",0.5,0.5,0.5,4.5,217.5,9,8.100000381,94.219997385,0.07,76.834182705,10.219999788,95.905002615,459.729993825,76.9499699,10.4050002115,0,6.60123717582435,0,NA,7,2004,3.67114442714026,3.34689309122845
2004-08-25,"Okareka",0.5,4,0.5,4.7,202,4,2.400000095,107.0199966,0.100000001,76.18036818,9.119999886,108.4100037,856.5499878,77.03630275,9.390000343,0,8.93736111882471,0,0.311705479357304,8,2004,3.04056580506173,3.34689309122845
2004-09-30,"Okareka",0.5,21,1,6.4,48.5,6,3.5,90.20999908,0.039999999,76.92456053,9.43999958,105.7900009,486.1499939,76.4032693,10.32999992,0,36.2744495344724,0,0.335154983175306,9,2004,2.70581883209138,3.34689309122845
2004-10-20,"Okareka",0.5,28,3,7.4,230,6,2.900000095,86.69000244,0.170000002,77.27744729,9.930000305,112.4700012,1184.290039,75.7832244,13.26000023,8.55301554516025,153.914800566504,1,0.304040473951151,10,2004,3.11312517493906,3.34689309122845
2004-11-18,"Okareka",0.5,61,5,8.1,208,9,2.200000048,58.22000122,0.050000001,79.26533177,10,110.5699997,160.8999939,75.28785813,16.17000008,8.85762455302145,312.000405318348,1,0.304159225001491,11,2004,3.10098778714211,3.34689309122845
2004-12-21,"Okareka",0.5,9,37,10.5,218.5,14,1.899999976,43.45000076,0.059999999,78.28306087,10.11999989,108.5400009,418.480011,75.60961006,15.72999954,13.5012774357449,323.446935575024,1,0.317701381358725,12,2004,3.12139148037693,3.34689309122845
2005-01-19,"Okareka",3,19,55,8.1,229,5,1.399999976,33.58000183,0.109999999,78.08313227,10.21000004,111.6100006,933.1599731,74.97979746,21.01000023,5.42968868353106,644.019689646756,1,0.330243222165861,1,2005,2.821425288907,3.20347796914174
2005-02-23,"Okareka",2,6,43,9.2,162,4,1.299999952,12.52000046,0.079999998,90.65457314,10.28999996,106.6999969,1025.209961,75.73837636,21.87000084,8.71561979500554,772.80527097383,1,0.324072076015176,2,2005,2.57127474423255,3.20347796914174
2005-03-23,"Okareka",3,26,12,7.3,244,9,2,2.584069967,0.096844003,109.9753995,10.2840004,108.9856262,1095.5,75.94130156,20.55260086,12.0391207110269,693.015764228562,1,0.329913273643904,3,2005,3.16321910924494,3.20347796914174
2005-04-20,"Okareka",3,32,0.5,8.8,195.5,9,3.099999905,3.3055649995,0.160150006,932.8564848,10.370900155,101.12607955,1297.199951,98.56042551,17.144800665,12.0987211109034,407.003901827445,1,0.307541751521741,4,2005,3.14564739207869,3.20347796914174
2005-05-17,"Okareka",12,70,1,8,193.5,7,2.799999952,3.085079908,0.061028998,92.65419807,10.39949989,93.36872864,80.95600128,76.0433965,13.73600006,19.5709842640138,201.028774539137,1,0.263150467241827,5,2005,3.0685943438247,3.20347796914174
2005-06-24,"Okareka",2,8,2,6.1,204,9,3.599999905,13.47566032,0.031906001,105.2663319,10.33220005,84.4801178,66.08799744,76.1326049,11.1243,0,45.8848270462541,0,0.296450622692103,6,2005,3.3276722303003,3.20347796914174
2005-07-19,"Okareka",2,1,0.5,7,217.5,11,6.599999905,95.2854538,0.044458002,76.06220106,9.956600189,96.93444824,125.7799988,75.81109332,10.01140022,0,1.82256440617288,0,0.296687140787036,7,2005,3.53294648993448,3.20347796914174
2005-08-25,"Okareka",0.5,18,0.5,6.2,235.5,5,5,87.0045166,0.067340001,76.90043244,9.732600212,104.9872665,579.9000244,75.18099387,10.73410034,0,34.5234237836758,0,0.322378898685625,8,2005,3.27341947943945,3.20347796914174
2005-09-21,"Okareka",2,17,3,7.2,219,12,3.299999952,79.03504944,0.041496001,76.7682932,9.816699982,101.1050034,187.4799957,75.12937079,11.75489998,12.1961292061083,85.1561763766567,1,0.306987562379562,9,2005,3.3619557352122,3.20347796914174
2005-10-18,"Okareka",0.5,43,2.5,7.1,177,9,3.200000048,72.37320709,0.118330002,77.24076654,9.920100212,111.0667114,696.4299927,74.25096824,15.0532999,5.63697468120789,223.070799821496,1,0.316448412141739,10,2005,3.19748756783467,3.20347796914174
2005-11-16,"Okareka",2,21,2,8.9,211,9,2.700000048,48.54468155,0.071236998,77.94114259,10.03649998,106.3826523,362.1700134,74.52492811,17.51490021,7.90607541576531,387.851991195352,1,0.290614907160105,11,2005,3.12838732883095,3.20347796914174
2005-12-14,"Okareka",3,19,68,8.5,292,11,2.700000048,39.94245911,0.240649998,102.4472714,10.19799995,108.8930435,660.9400024,73.38913008,20.14570045,4.75268266124018,551.557907909887,1,0.276684587656099,12,2005,3.31477381490987,3.20347796914174
2006-01-27,"Okareka",3,10,53,7.9,263,12,4,63.46046066,0.077982999,81.23061414,10.36439991,98.40621185,324.6000061,74.03537561,20.10860062,11.2840101464183,672.272714847063,1,0.310350479809247,1,2006,3.44255877220777,3.39456414568336
2006-02-21,"Okareka",3,23,65,6.9,203,11,6.199999809,22.33344078,0.093497999,78.88238605,10.43360043,107.8113785,759.539978,73.75935357,22.42539978,11.5789299629665,828.315633479198,1,0.358154633548237,2,2006,3.4980734356427,3.39456414568336
2006-03-21,"Okareka",2,6,68,9.4,221,9,3.400000095,11.20532036,0.078373,184.499887,10.44410038,107.2176437,259.769989,74.57785272,18.73940086,14.2299033469082,534.843064616266,1,0.300140283037743,3,2006,3.18708816587617,3.39456414568336
2006-04-19,"Okareka",0.5,47,30,8.4,253,24,5.400000095,3.395770073,0.073169999,98.85409966,10.45639992,66.05014801,169.3200073,74.30286935,16.38759995,15.8305798527288,385.618837963671,1,0.291657004033726,4,2006,3.71064851437206,3.39456414568336
2006-05-24,"Okareka",6,38,6,8.6,180,12,6.699999809,2.850990057,0.079631001,96.0138419,10.47319984,93.7527771,155.8600006,74.04497568,13.32559967,20.2660752023757,167.938147792793,1,0.277036095536275,5,2006,3.43069364513442,3.39456414568336
2006-06-21,"Okareka",7,0.5,4,5,180,14,4.900000095,82.69911194,0.0317,79.35049203,10.72910023,83.44970703,127,74.84709754,10.82429981,0,3.76124523023159,0,0.329748805626186,6,2006,3.57701527394625,3.39456414568336
2006-07-19,"Okareka",2,5,0.5,5.9,200.5,8,2.599999905,92.84085846,0.031718999,75.86779464,9.595600128,100.491478,40.93500137,75.10136487,9.784000397,0,5.89052730188858,0,0.280390018718434,7,2006,3.20600236946322,3.39456414568336
2006-08-16,"Okareka",2,3,0.5,7,187,9,3.599999905,99.00524139,0.099554002,82.32321381,9.357700348,99.86604309,533.6500244,74.81349181,9.548700333,0,6.47674849777662,0,0.307612816315089,8,2006,3.25279126206739,3.39456414568336
2006-09-20,"Okareka",2,18,2,7.1,240,4,3,77.53617859,0.085028,100.076369,9.52120018,93.1675415,532.3599854,74.65053866,10.63969994,0,46.8456857631499,0,0.298632522272322,9,2006,3.02210516244129,3.39456414568336
2006-10-25,"Okareka",0.5,24,3,7.5,218,9,3.099999905,63.03602982,0.070248,76.47223496,9.814599991,94.9707489,229.3600006,74.56768388,13.75039959,15.8920517943159,200.927114668585,1,0.311257712857138,10,2006,3.23789557953019,3.39456414568336
2006-11-14,"Okareka",4,27,6,8.8,271,12,2.799999952,51.6841011,0.099054001,83.27837628,9.885299683,94.95011902,261.8299866,74.60712639,15.04319954,14.443238050025,286.632303013395,1,0.287935507271646,11,2006,3.31550480102366,3.39456414568336
2006-12-13,"Okareka",6,4,50,7.5,275,12,3,41.54439163,0.090815999,77.11212009,10.30630016,84.05106354,575.7399902,76.13696831,17.40810013,14.6497787767051,437.855410258076,1,0.275706877619103,12,2006,3.39596752753751,3.39456414568336
2007-01-18,"Okareka",2,7,77,8.8,275,7,1.5,32.99116135,0.091779001,77.07893795,10.41779995,83.67433929,806.9199829,74.92666279,20.71279907,7.56036140426747,682.921998548616,1,0.322794637365129,1,2007,2.97728512566924,3.27499959651128
2007-02-22,"Okareka",3,30,58,10.4,323.5,9,2,21.97830963,0.118929997,78.64521148,10.5532999,84.56654358,865.7000122,76.16896907,21.97159958,10.9365118135809,818.67247452554,1,0.31174570806742,2,2007,3.12736042588431,3.27499959651128
2007-03-21,"Okareka",2,4,60,7.4,225,9,2.299999952,10.07236004,0.075218,78.76957143,10.48139954,70.24822235,91.4240036,76.31180074,18.92589951,14.1746901193323,581.737361524437,1,0.277554218862907,3,2007,3.17056337474118,3.27499959651128
2007-04-24,"Okareka",3,50,16,7.8,240,7,3.400000095,5.108970165,0.094870001,88.41708673,10.48130035,77.69844818,632.1099854,76.33532974,16.47159958,16.6627004866732,396.392339884798,1,0.312087617448282,4,2007,3.20142547911606,3.27499959651128
2007-05-23,"Okareka",7,13,0.5,8.2,229,9,4.199999809,3.164989948,0.059301,88.01465373,10.55879974,74.2716217,86.71199799,77.87396099,14.54769993,18.5818420113702,251.016018879875,1,0.269815201433546,5,2007,3.30639614879014,3.27499959651128
2007-06-21,"Okareka",7,4,0.5,6.3,156,14,6,41.18338013,0.039508998,94.6477057,10.4932003,68.06587219,87.63300323,77.8307428,11.2809,0,46.772695977374,0,0.289091250178554,6,2007,3.51017485435883,3.27499959651128
2007-07-25,"Okareka",12,5,2,8.2,279,9,6.900000095,77.85224152,0.053764001,76.42250714,9.358599663,77.62641144,78.36399841,76.21533804,9.42140007,0,3.70854117978482,0,0.274084823342359,7,2007,3.50784300084647,3.27499959651128
2007-08-22,"Okareka",3,0.5,0.5,9.5,205.5,11,4.400000095,81.30565643,0.156550005,75.87995838,9.477999687,81.65061951,493.1199951,77.12865551,9.856699944,0,12.9805395393899,0,0.291380027196424,8,2007,3.29413557268759,3.27499959651128
2007-09-19,"Okareka",3,4,0.5,7.5,225.5,4,5.5,63.7660408,0.144400001,76.21132765,9.917699814,85.35896301,282.769989,75.99017636,12.41129971,3.83789281502449,78.4406718610864,1,0.275130471932396,9,2007,3.14997224659276,3.27499959651128
2007-10-18,"Okareka",10,13,4.75,8.9,221,9,6,64.76083374,0.068433002,76.35474517,9.990300179,79.06246185,176.8600006,75.85074483,12.93309975,15.5708050761996,150.841363351571,1,0.282011800766653,10,2007,3.36373001601744,3.27499959651128
2007-11-15,"Okareka",2,19,9,9.4,180,4,2.400000095,55.78884125,0.089934997,77.02524354,10.1850996,83.47377777,835.2299805,76.74872154,16.11689949,8.86948706847536,324.670759893257,1,0.311988736109213,11,2007,2.76687733117274,3.27499959651128
2007-12-13,"Okareka",8,1,56,7.1,114.5,9,6.300000191,42.97602844,0.078120001,77.85935318,10.33640003,82.77803802,209.9700012,77.49503796,18.57530022,10.5242004826534,507.823825433218,1,0.276483068863829,12,2007,3.24194983051512,3.27499959651128
2008-01-16,"Okareka",2,5,84,9.1,253.4999847,7,2.099999905,31.65323067,0.152909994,77.19133372,10.59570026,86.51262665,927.0100098,78.13119287,23.09690094,10.5051729126812,847.953639714548,1,0.293121614962293,1,2008,3.03128131908184,3.27796454772273
2008-02-20,"Okareka",0.5,27,53,6.2,254,2,3.099999905,0.334789991,0.061783999,117.4666702,10.3451004,100.4507828,309.3900146,77.92166561,20.66609955,12.3713297320334,721.731703948589,1,0.305916118612472,2,2008,2.87580619836818,3.27796454772273
2008-03-19,"Okareka",0.5,64,34,8.5,228.5,3,1.700000048,0.967450023,0.065796003,120.109689,10.4921999,99.06770325,778.2199707,78.02547569,19.50790024,13.5399285036806,625.867997164241,1,0.376045135941973,3,2008,2.69513602150839,3.27796454772273
2008-04-22,"Okareka",0.5,60,10,6.5,248,4,3.5,0.957499981,0.052081998,250.9283304,10.57079983,85.45800018,125.5999985,77.31590168,16.51679993,15.307468662261,389.47060471136,1,0.305088456668485,4,2008,3.10535834004648,3.27796454772273
2008-05-21,"Okareka",17,146,0.5,7.9,307,13,3.799999952,0.997259974,0.116489999,122.7376821,10.55430031,85.03897858,261.8500061,76.5136902,13.38409996,20.3720578880153,171.025941571871,1,0.274044458588311,5,2008,3.50434452245995,3.27796454772273
2008-06-18,"Okareka",0.5,16,1,5.8,225,5,6.099999905,63.00860977,0.039221998,79.17829815,11.19239998,70.60237122,434.0299988,76.86923036,11.43190002,0,12.9580590045418,0,0.364310742974792,6,2008,3.33549966773845,3.27796454772273
2008-08-06,"Okareka",3,4,7,7.3,243,16,9.199999809,84.60079193,0.066898003,81.19708515,9.487199783,84.95056152,183.4400024,76.24728771,9.601900101,0,4.01104733991168,0,0.300518767427954,8,2008,3.67891267305988,3.27796454772273
2008-08-20,"Okareka",2.5,5.5,2,7.8,228.5,12.10000038,7.699999809,75.3370437625,0.0773260015,80.0468427375,9.495249748,93.23193359,331.5800018,76.0987834575,11.57297515825,3.38687340712722,118.117661805083,0.25,NA,8,2008,3.67891267305988,3.27796454772273
2008-09-17,"Okareka",2,7,17.5,9.9,181,16,3.400000095,66.073295595,0.087754,78.896600325,9.503299713,101.51330566,479.7200012,75.950279205,13.5440502155,6.77374681425445,232.224276270255,0.5,NA,9,2008,3.28496618623967,3.27796454772273
2008-10-30,"Okareka",2,35,33,7.4,140.5,2,5.2000000475,56.8095474275,0.0981819985,77.7463579125,9.511349678,109.79467773,627.8600006,75.8017749525,15.51512527275,10.1606202213817,346.330890735426,0.75,NA,10,2008,2.7647922844092,3.27796454772273
2008-11-19,"Okareka",2,5,50,7.3,203,5,7,47.54579926,0.108609997,76.5961155,9.519399643,118.0760498,776,75.6532707,17.48620033,13.5474936285089,460.437505200598,1,0.310806447195128,11,2008,3.26223331289175,3.27796454772273
2008-12-22,"Okareka",2,5,54,9.6,114,5,2.400000095,35.15924835,0.182530001,78.42272226,9.62749958,79.44212341,735.0100098,75.81595535,19.18770027,9.20869506882208,559.896384624185,1,0.284798242385391,12,2008,2.68055568670583,3.27796454772273
2009-01-14,"Okareka",2,5,59,8.7,193,6.200000286,2.099999905,18.88468933,0.112669997,90.75419642,9.651599884,77.68379974,594.4199829,76.44699983,21.8355999,11.1459463903667,750.333220525262,1,0.305106387215423,1,2009,2.92001437350692,3.14517476831217
2009-02-18,"Okareka",2,5,7,9,140.5,6,2.099999905,19.40714073,0.093942001,105.6685991,9.809100151,83.69731903,692.5200195,77.54308115,22.15609932,9.6246770563176,820.798763834043,1,0.321248289783694,2,2009,2.79357456194544,3.14517476831217
2009-03-18,"Okareka",2,10,1.350000024,9.3,165.5,6.800000191,2.700000048,15.80778027,0.056535002,76.98296626,9.803700447,94.415802,36.09700012,76.92568644,18.57640076,12.5293378058358,561.594881217051,1,0.260613996512705,3,2009,2.94408003704018,3.14517476831217
2009-04-22,"Okareka",2,5,1,8.1,190.5,9.800000191,4.099999905,3.838490009,0.067803003,79.80711038,9.864199638,90.37577057,708.6500244,77.48064986,15.57940006,15.475773821674,338.781407757144,1,0.330162696018327,4,2009,3.27094344387317,3.14517476831217
2009-05-20,"Okareka",2,14,0.5,10,211.1399994,6,3.900000095,1.694880009,0.046399999,82.3786566,9.9041996,85.4188385,148,77.23141089,12.58689976,18.8986633306818,142.691140825812,1,0.301242690996736,5,2009,3.05840557944262,3.14517476831217
2009-06-23,"Okareka",2,5,1.450000048,6.6,171.4499969,6.800000191,6.199999809,45.2676289095,0.050799999,79.70562618,9.222849846,82.84280777,189,77.348422295,10.635250093,9.4493316653409,72.4857857734956,0.5,NA,6,2009,3.30548133538115,3.14517476831217
2009-07-22,"Okareka",2,5,2,9.4,192,7.300000191,7.199999809,88.84037781,0.055199999,77.03259576,8.541500092,80.26677704,230,77.4654337,8.683600426,0,2.28043072117913,0,0.311482631669462,7,2009,3.28166282671053,3.14517476831217
2009-08-19,"Okareka",2,5,2,7,171,5,5.900000095,77.27956772,0.076753499,76.97883707,8.863800049,88.64676285,464.019989,76.5115534,10.479200363,4.79577389986172,60.9903404260651,0.5,NA,8,2009,3.17345004861681,3.14517476831217
2009-09-29,"Okareka",2,5,3,8.4,181,5,4.900000095,65.71875763,0.098306999,76.92507838,9.186100006,97.02674866,698.039978,75.5576731,12.2748003,9.59154779972343,119.700250130951,1,0.325641005112573,9,2009,3.07710182031772,3.14517476831217
2009-10-29,"Okareka",2,5,6,7.4,150.5,7,4.900000095,65.01010132,0.00038447,88.20509587,9.436499596,99.40222168,180.0099945,74.28911809,13.93809986,8.61888152148654,208.134601120444,1,0.336847793427721,10,2009,3.16804412942828,3.14517476831217
2009-11-23,"Okareka",2,20,19,8.1,202,10,2.700000048,44.96257019,0.0037836,76.40558912,9.611200333,100.4878311,233.0500031,75.0901188,16.94729996,11.4828458822702,372.552445945103,1,0.305563189084283,11,2009,3.18130258800511,3.14517476831217
2009-12-15,"Okareka",2,17,35,7.9,230,9,2.5,41.0811615,0.317699999,84.99599601,9.757699966,99.71103668,140.7100067,75.29005798,19.82749939,7.76864065946345,580.294854892924,1,0.186797535015897,12,2009,3.17792080136189,3.14517476831217
2010-01-22,"Okareka",2,4,40,7.1,205,6,2.900000095,13.95366001,1.82e-05,140.4434383,9.824999809,97.78601074,111.1600037,75.83228256,20.60210037,9.94569805984077,681.171434644774,1,0.423754475213885,1,2010,3.08978834356133,3.14092271069483
2010-02-18,"Okareka",1,13,54,9.4,193,6,3,12.75436974,1e-12,96.16416525,9.881099701,98.75614929,291.5499878,75.60741891,22.25880051,11.0624936488495,825.500969800843,1,0.52962158024307,2,2010,2.97975111256544,3.14092271069483
2010-03-24,"Okareka",12,8,29,9.6,209,8,2.850000024,7.637440205,2.37e-05,225.3993258,9.908699989,94.6667099,50.10400009,76.28488194,18.83760071,12.6660000404084,588.231533439565,1,0.499298456205702,3,2010,3.07504479273722,3.14092271069483
