"year","date","lake","tli_monthly","tli_annual","DRP_mgm3_bottom","NH4_mgm3_bottom","NNN_mgm3_bottom","secchi_m","TN_mgm3_top","TP_mgm3_top","chla_mgm3_top","DO_sat_bottom","PAR_umolm2s_bottom","spcond_uScm_bottom","temp_C_bottom","DO_sat_top","PAR_umolm2s_top","spcond_uScm_top","temp_C_top","thermo_depth","schmidt_stability","Kd"
2000,2000-07-11,"Okareka",3.45892953445885,3.1447944337613,0.0714285714285714,0.0182481751824818,0.0078740157480315,0.387096774193548,0.364153627311522,0.346153846153846,0.27173914777174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,2000-08-23,"Okareka",3.33354472085039,3.1447944337613,0.0178571428571429,0.0218978102189781,0.00393700787401575,0.43010752688172,0.385490753911807,0.153846153846154,0.369565223097826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,2000-09-28,"Okareka",3.16412896458912,3.1447944337613,0.0178571428571429,0.031021897810219,0.0236220472440945,0.666666666666667,0.418207681365576,0.25,0.152173923043479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,2000-10-25,"Okareka",2.56401302527835,3.1447944337613,0.142857142857143,0.0401459854014599,0.00393700787401575,0.881720430107527,0.625889046941679,0.0769230769230769,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,2000-11-28,"Okareka",2.82902333289066,3.1447944337613,0.214285714285714,0.0291970802919708,0.496062992125984,0.591397849462366,0.52773826458037,0.0769230769230769,0.0543478282608697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,2000-12-15,"Okareka",2.99295897464597,3.1447944337613,0.0803571428571429,0.0109489051094891,0.309055118110236,0.688172043010753,0.634423897581792,0.0769230769230769,0.130434786521739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,2001-01-18,"Okareka",2.86921964761836,3.12614504531242,0.125,0.0565693430656934,0.850393700787402,0.698924731182796,0.564722617354196,0.153846153846154,0.0326086982608697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,2001-02-14,"Okareka",3.13267459937877,3.12614504531242,0.107142857142857,0.0255474452554745,0.00393700787401575,0.720430107526882,0.711948790896159,0.230769230769231,0.0760869582608696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,2001-03-21,"Okareka",2.82039677594242,3.12614504531242,0.103571428571429,0.072992700729927,0.118110236220472,0.720430107526882,0.474192916358464,0.0842303679615384,0.0760869582608696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,2001-04-18,"Okareka",2.8893294778273,3.12614504531242,0.208928571428571,0.113138686131387,0.045177065011811,0.731182795698925,0.469976237980085,0.0805767224423077,0.119565218315217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,2001-05-22,"Okareka",3.18066391306422,3.12614504531242,0.0178571428571429,0.0109489051094891,0.015748031496063,0.698924731182796,0.470839260312945,0.153846153846154,0.250000011304348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,2001-06-21,"Okareka",3.49030854678807,3.12614504531242,0.0714285714285714,0.0364963503649635,0.015748031496063,0.279569892473118,0.51778093883357,0.25,0.23913045603261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,2001-07-17,"Okareka",3.40565454725465,3.12614504531242,0.0357142857142857,0.00364963503649635,0.00393700787401575,0.451612903225806,0.468705547652916,0.153846153846154,0.423913051358696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,2001-08-21,"Okareka",2.96997488436853,3.12614504531242,0.0714285714285714,0.0072992700729927,0.0078740157480315,0.720430107526882,0.294452347083926,0.0769230769230769,0.293478284293479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,2001-09-19,"Okareka",3.2203080700849,3.12614504531242,0.0178571428571429,0.0145985401459854,0.015748031496063,0.505376344086022,0.382645803698435,0.153846153846154,0.266304370163044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,2001-10-17,"Okareka",2.95616713321056,3.12614504531242,0.0714285714285714,0.0182481751824818,0.00393700787401575,0.720430107526882,0.452347083926031,0.153846153846154,0.0923913041847826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,2001-11-21,"Okareka",3.00688723554708,3.12614504531242,0.0178571428571429,0.0218978102189781,0.015748031496063,0.67741935483871,0.47226173541963,0.115384615384615,0.141304354782609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,2001-12-11,"Okareka",3.02735566176004,3.12614504531242,0.0178571428571429,0.072992700729927,0.00393700787401575,0.473118279569893,0.559032716927454,0.0384615384615385,0.18478262777174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,2002-01-23,"Okareka",2.74186628490117,3.08555593177774,0.0714285714285714,0.0328467153284672,0.228346456692913,0.78494623655914,0.682788051209104,0.0769230769230769,0.0271739141304348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,2002-02-13,"Okareka",3.18168219970909,3.08555593177774,0.0714285714285714,0.0547445255474453,0.173228346456693,0.387096774193548,0.486486486486487,0.269230769230769,0.0652173900543478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,2002-03-20,"Okareka",3.05062425596159,3.08555593177774,0.178571428571429,0.0510948905109489,0.062992125984252,0.591397849462366,0.647226173541963,0.115384615384615,0.097826094782609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,2002-04-17,"Okareka",2.72278972372555,3.08555593177774,0.107142857142857,0.0656934306569343,0.0551181102362205,0.698924731182796,0.432432432432432,0.0769230769230769,0.0489130441304348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,2002-05-23,"Okareka",3.08743383591022,3.08555593177774,0.178571428571429,0.0109489051094891,0.0708661417322835,0.67741935483871,0.574679943100996,0.115384615384615,0.163043491250001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,2002-06-11,"Okareka",3.19348337046174,3.08555593177774,0.0178571428571429,0.0437956204379562,0.0078740157480315,0.311827956989247,0.450924608819346,0.0769230769230769,0.233695652445652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,2002-07-25,"Okareka",3.13434342055722,3.08555593177774,0.0178571428571429,0.0072992700729927,0.00393700787401575,0.408602150537634,0.440967283072546,0.0384615384615385,0.336956531358696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,2002-08-21,"Okareka",2.97249995532082,3.08555593177774,0.0714285714285714,0.0072992700729927,0.0078740157480315,0.612903225806452,0.251778093883357,0.153846153846154,0.163043491250001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,2002-09-25,"Okareka",3.21765893962621,3.08555593177774,0.0178571428571429,0.0255474452554745,0.0078740157480315,0.666666666666667,0.442389758179232,0.269230769230769,0.168478268913044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,2002-10-24,"Okareka",3.15159436084391,3.08555593177774,0.107142857142857,0.072992700729927,0.031496062992126,0.795698924731183,0.539118065433855,0.269230769230769,0.119565218315217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,2002-11-22,"Okareka",2.83922722844332,3.08555593177774,0.0357142857142857,0.0693430656934307,0.0551181102362205,0.591397849462366,0.304409672830725,0.0769230769230769,0.125000008913044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,2002-12-19,"Okareka",3.10497781687436,3.08555593177774,0.0714285714285714,0.0291970802919708,0.322834645669291,0.537634408602151,0.368421052631579,0.269230769230769,0.0923913041847826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,2003-01-22,"Okareka",3.14428470609559,3.15126418281541,0.0714285714285714,0.00182481751824818,0.551181102362205,0.483870967741936,0.432432432432432,0.192307692307692,0.125000008913044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,2003-02-19,"Okareka",3.20051124775586,3.15126418281541,0.107142857142857,0.00364963503649635,0.440944881889764,0.333333333333333,0.418207681365576,0.115384615384615,0.201086960706522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,2003-03-19,"Okareka",2.89849345112647,3.15126418281541,0.0625,0.041970802919708,0.22244094488189,0.559139784946237,0.469416785206259,0.0769230769230769,0.0923913041847826,0.256906412141642,0.561074586492812,0.0726938645293266,0.799585227038668,0.220630062401703,0.35963982396282,0.187502110956162,0.672071445859106,0.575394838756645,0.57400741972199,0.122525944718867
2003,2003-04-16,"Okareka",3.02355620426233,3.15126418281541,0.0178571428571429,0.0802919708029197,0.00393700787401575,0.666666666666667,0.512091038406828,0.115384615384615,0.135869577119566,0.245927579768589,0.532094944597024,0.0615262205059545,0.806170075124341,0.740756959332926,0.218724072199741,0.184740070178705,0.575839068306366,0.665943517946125,0.472669246778494,0.096417327182335
2003,2003-05-27,"Okareka",2.86037880755326,3.15126418281541,1,0.39051094890511,0.00393700787401575,0.655913978494624,0.29302987197724,0.0769230769230769,0.163043491250001,0.253583872173675,0.763931958048894,0.0990637197284679,0.809462657207482,0.631371705187438,0.377571397002682,0.176515672612649,0.364259526904471,0.885384424001536,0.218168143581429,0.0824816056215391
2003,2003-06-19,"Okareka",3.28530903023933,3.15126418281541,0.607142857142857,0.0109489051094891,0.0137795275590551,0.311827956989247,0.388335704125178,0.153846153846154,0.233695652445652,0.280597578564663,0.155359779625467,0.120688205778018,0.819340087376297,0.54331654201768,0.0806849580833004,0.18826140617388,0.233093410555613,0,0.0839778862948553,0.131981030261861
2003,2003-07-23,"Okareka",3.46663384861626,3.15126418281541,0.0714285714285714,0.00364963503649635,0.0236220472440945,0.505376344086022,0.576102418207681,0.230769230769231,0.331521753695653,0.898662495797792,0.242298664741353,0.041581413191908,0.453871995837029,0.566697627570427,0.134693045671274,0.207295090114173,0.0854490738377382,0,0.00629308325858312,0.103289521214367
