"lake","site","date","chla_mgm3_top","DRP_mgm3_bottom","DRP_mgm3_top","NH4_mgm3_bottom","NH4_mgm3_top","NNN_mgm3_bottom","NNN_mgm3_top","secchi_m","TN_mgm3_bottom","TN_mgm3_top","TP_mg_m3_bottom","TP_mgm3_top","turb_NTU_bottom","turb_NTU_top","pH_bottom","pH_top","chla_mgm3_bottom"
"Okareka","1",2015-12-16,1.5,1.8,0.8,16,3,25,2,10.8,211,178,14,6,1.200000048,0.449999988,7.099999905,7.699999809,NA
"Okareka","1",2016-01-21,1.700000048,0.8,0.8,1,1,8,2,9,170,175,11,8,0.550000012,0.400000006,7.099999905,8,NA
"Okareka","1",2016-02-17,1.799999952,2.7,1.8,6,3,3,18,9.4,193,199,20,7,0.850000024,0.5,6.900000095,8.399999619,NA
"Okareka","1",2016-03-16,2.599999905,2.7,0.8,74,1,4,3,6.9,225,172,29,7,0.600000024,1,7,8,NA
"Okareka","1",2016-04-20,3,1.8,0.8,61,5,2,2,7.8,217,178,21,7,0.5,0.800000012,6.800000191,7.599999905,NA
"Okareka","1",2016-05-18,3.5,4.6,1.8,95,2,0.5,1,7.1,237,164,27,8,0.400000006,0.649999976,6.900000095,7.599999905,NA
"Okareka","1",2016-06-15,3,3.7,0.8,148,3,1,397,5.8,300.1000061,NA,35,7,1.799999952,0.75,6.900000095,7.5,NA
"Okareka","1",2016-07-20,5.199999809,1.8,2.7,14,13,9,4,4.3,184,192,12,14,2.400000095,2.200000048,7.5,7.5,NA
"Okareka","1",2016-08-17,8.399999619,1.8,1.8,7,3,12,2,5.3,170,220,9,14,0.899999976,1.399999976,7.599999905,7.800000191,NA
"Okareka","1",2016-09-21,4.300000191,0.8,0.8,9,5,2,51,7.2,170,300,8,14,0.949999988,0.850000024,7.300000191,7.599999905,NA
"Okareka","1",2016-10-19,4.099999905,2.7,2.7,21,5,6,0,5.1,200,170,9,7,1.100000024,0.850000024,6.900000095,7.800000191,NA
"Okareka","1",2016-11-16,3,0.8,1.8,3,3,38,3,6.8,180,190,8,8,0.949999988,1,7.099999905,7.699999809,NA
"Okareka","1",2016-12-16,2.599999905,1.8,0.8,4,2,39,2,7.6,190,200,9,8,1.200000048,0.600000024,7.199999809,7.900000095,NA
"Okareka","1",2017-01-18,1.299999952,2.7,1.8,3,3,25,2,5.5,170,190,11,9,1.200000048,0.649999976,7,8,NA
"Okareka","1",2017-02-17,2.099999905,1.8,0.8,2,4,12,144,6.5,160,400,10,8,1,0.75,7.099999905,8,NA
"Okareka","1",2017-03-15,3.200000048,0,0.8,0,3,0,0,7,160,180,9,8,0.699999988,0.699999988,7.199999809,7.5,NA
"Okareka","1",2017-04-19,3.900000095,3.7,1.8,10,2,1,1,8,130,160,9,11,0.449999988,0.850000024,6.800000191,7.599999905,NA
"Okareka","1",2017-05-22,4.099999905,3.7,1.8,54,2,5,6,8.9,160,170,20,9,0.5,0.75,6.599999905,7.5,NA
"Okareka","1",2017-06-21,6.800000191,1.8,2.7,53,5,2,92,9.9,300,280,27,10,4.699999809,0.5,7,7.400000095,NA
"Okareka","1",2017-07-19,11.10000038,1.8,1.8,3,1,1,0,5.2,150,180,12,15,1.299999952,1.299999952,7.400000095,7.5,NA
"Okareka","1",2017-08-16,13.10000038,1.8,0.8,25,0,7,3,6.7,190,180,9,11,0.649999976,0.850000024,7.300000191,7.599999905,NA
"Okareka","1",2017-09-20,5.699999809,0.8,1.8,4,1,4,2,7.6,180,180,9,9,0.850000024,1,7.5,7.699999809,NA
"Okareka","1",2017-10-18,3.299999952,0.8,0,3,0,1,1,7.9,150,190,7,12,0.5,0.850000024,7.5,7.800000191,NA
"Okareka","1",2017-11-14,3.799999952,1.8,0.8,50,1,53,1,6.1,300,210,15,10,2,1,7,7.699999809,NA
"Okareka","1",2017-12-13,2.700000048,1.8,0.8,12,1,35,2,6.3,230,210,19,11,1.600000024,0.850000024,7,8.399999619,NA
"Okareka","1",2018-01-17,3.900000095,0.8,0.8,101,3,1,2,5.3,250,190,22,12,1.100000024,1.08,7,8.199999809,NA
"Okareka","1",2018-02-20,3.599999905,0.8,0.8,88,0,1,1,5.8,230,200,25,9,0.5,1.06,6.900000095,8,NA
"Okareka","1",2018-03-21,3,2.7,0.8,210,1,1,0,8.8,340,170,54,8,1.5,1.06,6.900000095,7.599999905,NA
"Okareka","1",2018-04-18,5.800000191,3.7,1.8,274,0,1,0,6.6,390,180,77,10,4,0.67,6.800000191,7.599999905,NA
"Okareka","1",2018-05-16,4.400000095,2.7,1.8,177,3,0,1,7.2,360,160,63,8,3.099999905,0.637,6.900000095,7.5,NA
"Okareka","1",2018-06-20,10,1.8,2.7,14,13,3,4,5,180,200,14,17,1.5,1.53,7.300000191,7.300000191,NA
"Okareka","1",2018-07-18,10.5,0.8,0.8,6,3,7,8,5.7,177,200,11,13,0.792,1.02,7.409999847,7.389999866,NA
"Okareka","1",2018-08-22,7.900000095,0.8,1.8,26,9,21,9,5.9,186,173,10,10,0.743,0.842,7.309999943,7.489999771,NA
"Okareka","1",2018-09-19,5.5,0,2,17,4,2,1,4.6,165,177,4,7,1.43,1.46,7.360000134,7.820000172,NA
"Okareka","1",2018-10-17,2.900000095,1,1,60,3,4,1,5.2,210,201,9,10,1.89,1.1,7.090000153,7.800000191,NA
"Okareka","1",2018-11-21,1.799999952,1,1,3,4,42,1,8,184,175,6,7,1.73,0.714,7.110000134,7.900000095,NA
"Okareka","1",2018-12-12,1.799999952,4,2,55,4,52,1,9.8,254,186,9,7,1.39,0.49,6.860000134,7.840000153,NA
"Okareka","1",2019-01-16,4.300000191,4,3,20,6,44,1,6.7,213,191,12,9,1.52,0.797,6.840000153,8.020000458,NA
"Okareka","1",2019-02-20,1.5,2,3,66,2,2.24000001,1.139999986,7,207,205,10,7,1.04,0.801,6.849999905,8.220000267,NA
"Okareka","1",2019-03-20,2.299999952,3.5,2,36.09999847,4.900000095,1.399999976,1.799999952,9.1,185.1999969,195.1000061,12,9,0.712,0.625,6.809999943,7.980000019,NA
"Okareka","1",2019-04-16,2.099999905,4.5,2.6,97.59999847,5,1.5,0.807600021,9.4,277.2999878,199.1000061,31,9,0.483,1.32,6.800000191,7.730000019,NA
"Okareka","1",2019-05-15,4.5,7,5,238.8000031,5.900000095,1.100000024,1.200000048,9.4,385.2000122,179.3999939,65,9,0.595,0.864,6.78000021,7.539999962,NA
"Okareka","1",2019-06-19,4.699999809,2,3,6,7,0,0,7,277,173,28,9,2.47,0.609,6.900000095,7.389999866,NA
"Okareka","1",2019-07-17,3.2,1.8,2.7,9,7,6,6,6.9,168,183,7,8,1.02,0.871,7.34,7.41,NA
"Okareka","1",2019-09-19,1.6,0.8,1.8,28,2,9,5,9,198,178,7,7,1.08,0.617,7.32,8.18,NA
"Okareka","1",2019-10-21,3.3,3,2,62,4,8,1,8.4,223,149,12,6,2.29,0.7,7.18,7.95,NA
"Okareka","1",2019-11-20,2.2,3,2,70,3,22,0,7.6,254,179,10,6,1.35,0.98,6.96,8.07,NA
"Okareka","1",2019-12-11,1,2,2,12,5,127,0,7.9,310,166,10,5,1.03,0.642,6.95,8.04,NA
"Okareka","1",2020-01-22,1,1,1,43,8,41,2,8.35,232,182,10,8,1.15,0.75,6.89,8.19,NA
"Okareka","1",2020-02-19,1.4,2.1,1.5,66.4,1.8,1,2,8.2,206.8,158,21,6,0.715,0.625,6.85,8.28,NA
"Okareka","1",2020-03-20,2.55,6.05,1.25,NA,NA,NA,NA,8.2,273.4,159,39.5,7.6,NA,NA,NA,NA,NA
"Okareka","1",2020-04-20,2.55,6.05,1.25,NA,NA,NA,NA,8.2,273.4,159,39.5,7.6,NA,NA,NA,NA,NA
"Okareka","1",2020-05-20,2.55,6.05,1.25,NA,NA,NA,NA,8.2,273.4,159,39.5,7.6,NA,NA,NA,NA,NA
"Okareka","1",2020-06-17,3.7,10,1,177,2,1,1,8.2,340,160,58,9,1.94,0.631,6.85,7.47,NA
"Okareka","1",2020-07-22,6.9,1.7,1.7,25.6,15,5.6,4.95,6.7,172.6,194.1,8.6,13.4,0.885,1.01,7.51,7.585,NA
"Okareka","1",2020-08-19,5.2,1.8,1,25.1,14.5,9.2,21.7,6.1,206.7,191.1,6.8,6.5,1.06,1.01,7.5,7.59,NA
"Okareka","1",2020-09-16,6,1.3,1.4,20.3,2.7,4.3,2.4,6.1,208.5,159.3,8.5,5.4,1.31,0.935,7.46,7.78,NA
"Okareka","1",2020-10-14,4.4,2,1,35,2,16,4,7.65,230,190,9,7,1.35,0.809,7.18,8,NA
"Okareka","1",2020-11-18,1.8,2,2,29,0,40,4,10.2,240,184,9,7,1.14,0.492,6.99,8.09,NA
"Okareka","1",2020-12-16,0.9,2,1,37,2,30,3,10,238,175,17,8,1.88,0.541,6.91,8.09,NA
"Okareka","1",2021-01-20,2.2,1,0,43,2,1,0,6.6,202,181,11,7,1.85,0.736,6.84,8.43,NA
"Okareka","1",2021-02-17,1.7,4,1,47,4,3,2,10.65,207,177,22,8,0.776,0.555,6.83,8.29,NA
"Okareka","1",2021-03-17,1.2,11.4,2.2,112.1,3.7,4.2,2.4,10.05,295.4,199.7,43.2,10,0.714,0.809,6.7,7.97,NA
"Okareka","1",2021-04-22,2.5,11.2,2.3,147.9,1.1,1,3.6,9.15,311.2,184.1,42.9,8.5,4.48,0.972,6.79,7.79,NA
"Okareka","1",2021-05-19,2.9,11.3,0.9,140.9,2.2,3.5,2,6.8,354,187.9,48,8.8,4.4,0.883,6.82,7.59,NA
"Okareka","1",2021-06-16,1.6,2.3,0.3,222,11.8,2.3,3.2,5.1,431.4,174.8,65.6,8.8,14.4,0.742,6.75,7.45,NA
"Okaro","1",2000-07-13,27.79999924,34,34,459,453,43,43,1.89,975,929,146,132,3.900000095,4.099999905,7.5,7.599999905,NA
"Okaro","1",2000-08-24,25.60000038,33,32,371,258,69,73,1.84,968,882,120,101,5.900000095,5.199999809,7.599999905,8.600000381,NA
"Okaro","1",2000-09-21,14.19999981,169,29,780,56,8,91,1.6,1578,923,263,88,4.099999905,4.199999809,6.699999809,8.699999809,NA
"Okaro","1",2000-10-24,22.70000076,97,25,539,7,37,4,1.38,914,696,162,86,2.900000095,4.300000191,7,10.19999981,NA
"Okaro","1",2000-11-21,26.39999962,299,23.5,1300,12,1,0.5,1.48,2021,761.5,355,71,3.200000048,5,6.800000191,9.300000191,NA
"Okaro","1",2000-12-12,26.29999924,280,3.5,1170,4,1,0.5,1.29,1701,832.5,306,56.5,5,7.099999905,6.800000191,10.150000095,NA
"Okaro","1",2001-01-17,15.19999981,386,0.5,0,4,1,0.5,1.21,3021,970,439,46.5,18,12,6.670000076,9.595000267,NA
"Okaro","1",2001-02-13,7.5,432,3,NA,26.5,2,4,3.07,3292,804,464,33.5,22,2.299999952,6.429999828,8.4349999425,NA
"Okaro","1",2001-03-20,6.199999809,503,2.9,2840,5.66496408,2,2,2.76,3782,476.24142455,504,27,23,2.6238416435,6.495367527,8.259867191,NA
"Okaro","1",2001-04-19,7.099999905,485,1.25,3750,6,3,2,3.12,4133,450.5,575,20,23,1.549999952,6.599999905,7.699999809,NA
"Okaro","1",2001-05-23,16.39999962,61,53,420,1994,7,4.5,2.14,1097,2832,144,347,2.599999905,12.850000024,6.800000191,6.550000191,NA
"Okaro","1",2001-06-19,9.800000191,90,80.5,1260,705.5,20,22.5,2.44,1200,1242.5,140,132.5,1.799999952,1.9999999405,6.900000095,7,NA
"Okaro","1",2002-07-26,18,128,107,720,622,115,126,2.24,1135,1196,167,156,3.299999952,3.299999952,7.329999924,7.570000172,NA
"Okaro","1",2002-08-22,10.19999981,113,98,22,712,156,155,2.07,1176,1019,137,135,3.900000095,4.300000191,7.329999924,7.420000076,NA
"Okaro","1",2002-09-26,43.79999924,135,68,38,223,154,211,1.95,814,1121,206,130,3.299999952,3.099999905,7,9.149999619,NA
"Okaro","1",2002-10-22,89.09999847,241,64,850,20,112,NA,1.34,NA,NA,284,116,2.700000048,4.5,6.949999809,10.01000023,NA
"Okaro","1",2002-11-19,30.60000038,386,56,2100,12,NA,53,1.68,NA,857,354,110,3.900000095,2.5,7.400000095,10.10000038,NA
"Okaro","1",2002-12-18,11.80000019,425,24,2600,9,2,0.5,1.32,408,490.5,500,57,18,2.900000095,6.800000191,10.10000038,NA
"Okaro","1",2003-01-23,29.29999924,461,2,2600,8,0.5,0.5,1.29,NA,753.5,429,38,30,6.599999905,6.699999809,9.899999619,NA
"Okaro","1",2003-02-18,11.89999962,569,3,NA,1,2,0.5,1.25,4052.000244,1000.5,617,27,33,5.800000191,6.699999809,10,NA
"Okaro","1",2003-03-17,NA,NA,NA,NA,NA,NA,NA,1.86,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Okaro","1",2003-03-26,NA,NA,NA,NA,NA,NA,NA,1.75,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Okaro","1",2003-04-17,10.19999981,663,7,2660,5,2,0.5,2.51,NA,410.5,769,26,29,1.899999976,6.599999905,9,NA
"Okaro","1",2003-05-29,20,902,64,470,456,4,7,2.05,8854,957,964,121,28,2.900000095,6.5,7.199999809,NA
"Okaro","1",2003-06-20,17,99,88,728,29,21,NA,2.72,1032,NA,133,128,1.799999952,1.899999976,7.199999809,7.199999809,NA
"Okaro","1",2003-07-31,10.60000038,103,91,712,685,60,65,3.52,1240,1155,157,161,2.799999952,3.299999952,7.400000095,7.5,NA
"Okaro","1",2003-08-29,12.30000019,97,68,724,406,0.5,87,3.12,906.5,1000,155,133,2.799999952,3.5,7.400000095,8.399999619,NA
"Okaro","1",2003-09-23,57,108,NA,891,292,92,153,NA,1112,912,167,NA,2.5,6.400000095,7,8.399999619,NA
"Okaro","1",2003-10-23,43,219,41,891,5,68,2,1.36,NA,NA,274,104,2.599999905,6.599999905,7,10.30000019,NA
"Okaro","1",2003-11-20,20.79999924,339,38,1520,7,0.5,1,1.44,1040.5,675,381,87,1.899999976,5,6.900000095,10.5,NA
"Okaro","1",2003-12-18,NA,308.5,13,1760,13.5,3,0.5,1.73,937,585.5,85,59,10.60000038,11.30000019,6.800000191,10.10000038,NA
"Okaro","1",2004-01-21,11.69999981,NA,NA,3050,5,0.5,0.5,2,2020.5,543.5,NA,NA,22,4.900000095,6.800000191,10,NA
"Okaro","1",2004-02-23,11.5,470,0.5,3250,4,7,5,1.98,4557,490,544,31,21,3.700000048,6.599999905,8.5,NA
"Okaro","1",2004-03-24,8.800000191,480,3,7900,8,3,2,2.01,7403,463,531,21,22,2.700000048,6.599999905,9.100000381,NA
"Okaro","1",2004-04-23,19.79999924,537,7,4600,8,3,5,2.44,5303,657,538.5,33,19,3.400000095,6.599999905,9.399999619,NA
"Okaro","1",2004-05-20,8.600000381,660,20,5030,316,3,12,4.19,5883,1032,704,55,23,2,6.599999905,7.199999809,NA
"Okaro","1",2004-06-23,12.89999962,72,70,940,872,35,35,2.4,965,1835,111,110,3.599999905,4.099999905,7.300000191,7.400000095,NA
"Okaro","1",2004-07-30,25.89999962,60,58,864,788,74,71,1.81,1734,1091,102,98,4.900000095,3.400000095,7.260000229,7.710000038,NA
"Okaro","1",2004-08-26,9.800000191,43,40,641,650,116,114,3.2,1116,1068,83,80,1.700000048,2,7.690000057,7.650000095,NA
"Okaro","1",2004-10-08,34,92,33,797,282,119,170,2.72,1092,1082,144,99,2.200000048,4,7.179999828,8.18999958,NA
"Okaro","1",2004-10-21,52.20000076,149,24,920,7,86,148,1.54,1119,1117,246,89,2.900000095,7.300000191,6.800000191,9.399999619,NA
"Okaro","1",2004-11-19,92.90000153,127,21,1305,5.5,2,2,0.95,1502,1462,273,NA,2,14,6.900000095,9.699999809,NA
"Okaro","1",2004-12-14,142,172,10,1600,9,1,0.5,0.8,NA,NA,305,103,3.400000095,18,6.699999809,9.600000381,NA
"Okaro","1",2005-01-20,283,312,3,NA,32,0.5,0.5,0.37,1180.5,2940.5,336,144,4.300000191,40,7.099999905,9.699999809,NA
"Okaro","1",2005-02-24,105,367,7,2250,17,1,2,0.59,1861,1082,410,43,29,24,6.800000191,9.5,NA
"Okaro","1",2005-03-24,35.40000153,401,5,2100,295,1,23,1.16,NA,NA,443,62,22,10,6.800000191,8.800000191,NA
"Okaro","1",2005-04-21,56.90000153,434,6,2770,100,15,1,0.9,3475,202,413,44,25,10,6.800000191,8.199999809,NA
"Okaro","1",2005-05-24,33.5,511,7,1490,236,0.5,39,1.92,NA,1080,528.5,92,27,3.599999905,6.699999809,7.800000191,NA
"Okaro","1",2005-06-23,55.59999847,57,57,680,970,NA,NA,1.78,1540,1240,119,113,NA,NA,7.199999809,7.300000191,NA
"Okaro","1",2005-07-22,0.899999976,74,74,692,706,86,NA,6.21,1045,937,94,97,1.299999952,1.100000024,7.199999809,7.300000191,NA
"Okaro","1",2005-08-26,9.600000381,25,68,907,664,NA,NA,2.45,1730,916,148,121,1.100000024,3.400000095,7,7.599999905,NA
"Okaro","1",2005-09-22,28.89999962,32,103,229,737,686,422,1.74,1536,1512,160,88,5,1.100000024,8.199999809,6.5,NA
"Okaro","1",2005-10-20,17.5,221,12,1200,4,1,NA,1.78,1760,875,283,55,1.299999952,6.400000095,6.900000095,9.699999809,NA
"Okaro","1",2005-11-17,15.10000038,331,6,1530,2,0.5,0.5,1.38,1670.5,934.5,345,63,4.300000191,10,6.800000191,10,NA
"Okaro","1",2005-12-15,36.20000076,344,7,1960,6,2,2,1.21,1932,998,341,59,9.699999809,8.800000191,6.800000191,10,NA
"Okaro","1",2006-02-02,3.200000048,366,14,1450,3,6,3,NA,2986,743,321,25,28,2,6.699999809,8.800000191,NA
"Okaro","1",2006-02-23,NA,407,7,NA,7,0.5,1,4.2,2470,579,438,26,26,2,6.800000191,7.699999809,NA
"Okaro","1",2006-03-23,11.80000019,460,2,NA,5,NA,NA,3.05,3460,NA,442,31,28,3.200000048,6.699999809,8.199999809,NA
"Okaro","1",2006-04-20,16.29999924,363,0.5,3400,4,7,5,NA,3407,475,381,32,17,2,6.699999809,7.599999905,NA
"Okaro","1",2006-05-24,26.70000076,379,27,NA,332,NA,NA,3.03,NA,NA,425,92,11,2.200000048,6.699999809,7.199999809,NA
"Okaro","1",2006-06-26,21.29999924,NA,NA,NA,NA,NA,NA,2.32,1080,1100,120,119,2.599999905,2.599999905,7.400000095,7.400000095,NA
"Okaro","1",2006-07-24,8.600000381,45,43,464,494,92,92,3.99,1122,1079,112,107,1.600000024,1.799999952,7.400000095,7.400000095,NA
"Okaro","1",2006-08-15,32.70000076,33,25,576,342,88,135,2.23,1148,1106,88,115,2.099999905,4.5,7.199999809,7.599999905,NA
"Okaro","1",2006-09-21,24.39999962,82,17,482,60,129,143,2.44,1459,1263,120,98,2,4.699999809,7,8.699999809,NA
"Okaro","1",2006-11-03,37.5,222,9,860,17,2,8,2.1,1132,905,250.9999847,77,1.200000048,4.400000095,6.800000191,9.699999809,NA
"Okaro","1",2006-11-16,29.5,173,7,906,9,1,2,1.92,1461,729,210,47,1.399999976,4.5,6.800000191,10,NA
"Okaro","1",2006-12-15,21.10000038,304,6,1350,14,3,4,1.55,2033,1554,346,41,21,9.5,6.699999809,9.699999809,NA
"Okaro","1",2007-01-19,34.59999847,382,12,1100,967,1,2,1.93,2271,1212,405,36,NA,NA,6.599999905,9.800000191,NA
"Okaro","1",2007-02-21,1.600000024,432,2,160,67,1,5,3.95,1581,632,463,18,30,1.5,6.699999809,8.600000381,NA
"Okaro","1",2007-03-22,7.599999905,471,3,1850,13,0.5,0.5,1.79,4140.5,638.5,512,29,25,5.599999905,6.699999809,8.899999619,NA
"Okaro","1",2007-04-26,7.699999809,484,2,5880,2,1,0.5,2.29,NA,515.5,515,22,30,3.700000048,6.599999905,8,NA
"Okaro","1",2007-05-24,NA,576,2,3840,89,2,3,2.84,2292,538,588,46,30,3.299999952,6.5,7.400000095,NA
"Okaro","1",2007-06-19,14.39999962,38,38,624,605,NA,NA,2.03,850,561,108,112,2.200000048,2.900000095,7,7.199999809,NA
"Okaro","1",2007-07-27,20.79999924,44,34,487,4,40,43,2.03,978,1033,81,106,3.200000048,3.900000095,7.300000191,7.599999905,NA
"Okaro","1",2007-08-23,11.30000019,33,22,508.0000305,322,NA,NA,2.88,980,963,94,88,2.299999952,2.200000048,7.199999809,7.5,NA
"Okaro","1",2007-09-20,45.70000076,46,29,508.0000305,17,10,4,1.7,918,734,139,53,1.5,5.5,6.800000191,9.5,NA
"Okaro","1",2007-10-24,76.59999847,118,3,889,25,4,4,1.54,1284,956,164,71,1.200000048,7,6.800000191,9.300000191,NA
"Okaro","1",2007-11-16,80.19999695,121,3,906,9,1,4,1,2641,1314,84,33,1.700000048,11,6.699999809,9.800000191,NA
"Okaro","1",2007-12-14,20.29999924,190,5,1450,5,2,0.5,1.94,1752,829.5,214,38,13,4.800000191,6.400000095,9.300000191,NA
"Okaro","1",2008-01-24,5.099999905,227,2,1900,32,0.5,2,1.88,1000.5,415,255,20,29,3.200000048,6.599999905,8.899999619,NA
"Okaro","1",2008-02-21,1.899999976,136,3,1430,54,1,2,3.63,1071,611,174,16,6.199999809,1.700000048,6.800000191,7.800000191,NA
"Okaro","1",2008-03-20,1.899999976,346,0.5,2410,8,0.5,0.5,3.5,2400.5,422.5,343,11,26,1.799999952,6.5,8,NA
"Okaro","1",2008-04-23,17,338,0.5,2340,17,4,2,2.88,1154,464,336,20,23,2.099999905,6.5,7.400000095,NA
"Okaro","1",2008-05-22,11.19999981,480,17,2160,412,4,8,3.23,1775,723,472,56,26,1.799999952,6.599999905,7.199999809,NA
"Okaro","1",2008-06-19,35.40000153,15,0.5,505.9999695,515,33,33,2.18,895,1090,73,75,2.400000095,2.599999905,7,7.099999905,NA
"Okaro","1",2008-08-07,24.20000076,25,22,351,330,933,802,2.05,1871,1812,64,66,4.5,3.099999905,7.389999866,7.480000019,NA
"Okaro","1",2008-09-25,28.5,67,2,650,15,NA,1,1.73,NA,973,95,73,2,4,6.840000153,9.56000042,NA
"Okaro","1",2008-11-10,101.25,96,2,745,6.5,2.899999857,2.0999999045,0.7,1000,1250,150,59.5,1,24,6.71999979,9.7849998475,1.799999952
"Okaro","1",2008-11-20,33.29999924,120,9.6,880,28,1,3.299999952,1.11,1400,1100,170,54,1.5,12,6.739999771,9.710000038,NA
"Okaro","1",2008-12-15,63.899999615,170,13.5,1200,31,4.13333320633333,4.25,0.95,1600,1600,200,41,3.799999952,24.5,6.590000153,9.559999943,0.699999988
"Okaro","1",2009-01-15,6.300000191,185,5.7,1550,230,2.200000048,12,3.07,2002.199951,1000,270,50,12,3.299999952,6.5,7.5,NA
"Okaro","1",2009-02-19,6.299999952,200,2,1800,8,1,1.25,2.78,2101,571.25,290,21.5,27,3,6.690000057,8.8249998095,2.599999905
"Okaro","1",2009-03-19,5.5,210,2,2100,5,1,1,2.8,2401,401,330,19,26,2.900000095,6.659999847,8.420000076,NA
"Okaro","1",2009-04-24,8.26666672966667,230,4.1,940,24.6666666666667,47,4.33333333333333,3.72,1347,394.333333333333,330,18,32,1.46666669866667,6.5,7.300000191,10.5
"Okaro","1",2009-05-21,7.400000095,260,24,3300,330,3.309999943,3.49000001,4.27,3903.310059,653.4899902,490,52,37,2.700000048,6.300000191,6.900000095,NA
"Okaro","1",2009-06-19,6.766666571,45.6666666666667,43,565,573.333333333333,10.549999715,10.4000002536667,5.39,950.5499878,990.400004033333,84,84,1.300000012,0.933333337333333,7.199999809,7.16666650766667,5.9500000475
"Okaro","1",2009-07-23,25.79999924,38,35,410,390,24,25,2.42,934,885,72,66,2,2.599999905,7.699999809,7.650000095,NA
"Okaro","1",2009-08-18,9.849999905,36,24,540,370,28,31,4.5,868,811,66,56.5,1.799999952,1.300000012,7.400000095,7.5499999525,2.900000095
"Okaro","1",2009-09-25,43.70000076,46,19,820,10,17,8,2.45,1317,488,69,17,1.600000024,4.400000095,6.800000191,9.600000381,NA
"Okaro","1",2009-10-20,49.64999962,46,8.9,790,5,1,2,2.09,1201,727,78,53,0.800000012,3.75,6.800000191,10.05000019,1.700000048
"Okaro","1",2009-11-19,11.5,45,5,976,6,2,2,2.41,1420,548,132,37,1.600000024,1.700000048,6.900000095,9.699999809,NA
"Okaro","1",2009-12-17,6.549999714,61,1.25,1090,0.75,1,1.5,2.52,1630,506,152,27.5,16,2.4499999285,6.699999809,9.4000000955,2.700000048
"Okaro","1",2010-01-19,3.400000095,98,3,1680,2,2,3,3.7,2020,413,216,15,24,1.799999952,6.699999809,7.800000191,NA
"Okaro","1",2010-02-16,1.650000036,40,1.5,368,7,14,1.5,6.26,1270,376,116,15,6.5,0.75,6.800000191,7.25,5.300000191
"Okaro","1",2010-03-25,4.699999809,42,1,2140,4,3,0.5,3.1,2490,375,248,16,24,1.600000024,6.5,7.099999905,NA
"Okaro","1",2010-04-20,8.866666794,120,1.5,2510,2,3,2,3.78,2750,382.666666666667,246,19.6666666666667,26,1.53333334133333,6.400000095,7.19999996833333,13.60000038
"Okaro","1",2010-05-20,13.30000019,201,1,3140,10,5,3,4.75,3530,444,393,26,37,3.299999952,6.699999809,7.400000095,NA
"Okaro","1",2010-06-17,2.399999976,38,37.5,417,409.666666666667,12,11,5.11,813,852.333333333333,100,89.6666666666667,0.819999993,1.04666668166667,7.099999905,7.06666660333333,2.200000048
"Okaro","1",2010-07-20,5.900000095,40,38,508.0000305,461,24,27,5.07,943,934,76,77,1.200000048,1.200000048,7,7.300000191,NA
"Okaro","1",2010-08-19,16.80000019,27,16.7,495,308.5,37,56,2.7,960,835,62.6,69.95,1.700000048,1.949999988,7.199999809,7.3250000475,2.5
"Okaro","1",2010-09-29,11.39999962,41,17.6,446,298,61,69,2.8,810,780,72.4,54.8,2.5,3,7.300000191,7.5,NA
"Okaro","1",2010-10-26,3.0499998925,130,0,800,7,44,4.5,0.7,1150,1235,193.5,66.05,1.899999976,14.25,7.099999905,10.0000000005,0.800000012
"Okaro","1",2010-11-18,190,150.6,6.4,856,26,7,9,0.55,1290,2410,234.5,69.5,1.200000048,39,7,10.5,NA
"Okaro","1",2010-12-16,106.5,170.2,0.7,1120,13,3,3,0.3,1440,2230,301,50.45,1.200000048,28.5,6.800000191,9.899999619,0.5
"Okaro","1",2011-01-20,9.899999619,241.4,0.7,1630,40,2,13,1.8,1990,1010,382,25.5,8.600000381,2.900000095,6.800000191,9.399999619,NA
"Okaro","1",2011-02-17,3.400000095,189.9,3.05,1840,8.5,2,6,4.2,2220,448.5,386.9,15.8,23,1.149999976,6.800000191,9.300000191,1.299999952
"Okaro","1",2011-03-29,9.300000191,201.1,0,2370,6,3,0.5,3,2776,415,418.2,16.7,34,1.200000048,6.599999905,7.5,NA
"Okaro","1",2011-04-14,18.433333396,184.3,0.85,1880,5.66666666666667,2,0.833333333333333,4.4,2310,485.333333333333,334.2,24.8666666666667,23,1.33333333333333,6.800000191,7.39999993633333,21.20000076
"Okaro","1",2011-05-27,30.10000038,229.2,7.3,2680,75,2,49,1.55,3284,733,488.5,64.6,37,5.800000191,6.599999905,7.300000191,NA
"Okaro","1",2011-06-23,6.33333333333333,89.7,72.85,631,489.666666666667,17,18.3333333333333,4.33,1000,933.333333333333,141.7,118.333333333333,1,1.200000008,6.900000095,6.93333339666667,4.099999905
"Okaro","1",2011-07-21,8.600000381,68.2,70,588,562,45,45,2.97,1020,1050,117.3,119.3,1.5,2.299999952,7.199999809,7.300000191,NA
"Okaro","1",2011-08-18,13.799999715,45.7,44.7,505.9999695,496,86,85.25,2.43,1030,1055,105.6,110.45,2.099999905,1.849999964,NA,7.599999905,14.30000019
"Okaro","1",2011-09-23,35.20000076,119.7,4.5,885,8,68,48,2.35,1290,717,207.2,62.6,1.5,3.200000048,7,9.5,NA
