"lake","site","date","Kd"
"Okataina","1","2018-06-19",0.139459021097411
"Okataina","1","2018-08-21",0.295127947179823
"Okataina","1","2018-10-16",0.232631598664658
"Okataina","1","2018-11-20",0.195404003429025
"Okataina","1","2018-12-11",0.186078278008611
"Okataina","1","2019-01-15",0.195991546499214
"Okataina","1","2019-02-19",0.184996700713841
"Okataina","1","2019-03-19",0.177798849077881
"Okataina","1","2019-04-15",0.183130222432818
"Okataina","1","2019-05-14",0.190578656331665
"Okataina","1","2019-06-18",0.229286773414262
"Okataina","1","2019-07-16",0.381571936781722
"Okataina","1","2019-09-18",0.1360670643382
"Okataina","1","2019-11-19",0.15461050884216
"Okataina","1","2019-12-10",0.15144835439207
"Okataina","1","2020-01-21",0.137056167933179
"Okataina","1","2020-02-18",0.138146787955741
"Okataina","1","2020-06-16",0.113778050343436
"Okataina","1","2020-07-21",0.127371178170072
"Okataina","1","2020-08-18",0.108159000361417
"Okataina","1","2020-09-15",0.0963648644308592
"Okataina","1","2020-10-13",0.388379030387812
"Okataina","1","2020-11-17",0.161701268993986
"Okataina","1","2020-12-21",0.131163031889009
"Okataina","1","2021-01-19",0.121561110297082
"Okataina","1","2021-02-16",0.142487774260627
"Okataina","1","2021-04-21",0.139870894561254
"Okataina","1","2021-05-18",0.124646573793913
"Okataina","1","2021-07-20",0.4114381632154
"Okataina","1","2021-08-17",0.644263313898436
"Okataina","1","2021-09-14",0.538947145070029
"Okataina","1","2021-10-19",0.14037278683235
"Okataina","1","2021-11-16",0.201901226653407
"Okataina","1","2021-12-14",0.14068223089463
"Okataina","1","2022-01-18",0.157747305334686
"Okataina","1","2022-02-15",0.150500942478328
"Okataina","1","2022-03-15",0.148300722815042
"Okataina","1","2022-04-19",0.140737169164606
"Okataina","1","2022-05-18",0.133189511707045
"Okataina","1","2022-06-20",0.136662076658132
"Okataina","1","2022-07-19",0.0893249646853458
"Rerewhakaaitu","1","2003-03-26",0.364358089304068
"Rerewhakaaitu","1","2003-04-17",0.389808341912447
"Rerewhakaaitu","1","2003-05-29",0.359442407907623
"Rerewhakaaitu","1","2003-06-20",0.320092398906132
"Rerewhakaaitu","1","2003-07-31",0.229785463399066
"Rerewhakaaitu","1","2003-08-29",0.232680236088329
"Rerewhakaaitu","1","2003-09-23",0.0639253352850658
"Rerewhakaaitu","1","2003-10-23",0.270288041238356
"Rerewhakaaitu","1","2003-11-20",0.224428295254991
"Rerewhakaaitu","1","2004-02-23",0.35832411215061
"Rerewhakaaitu","1","2004-03-24",0.385219165060517
"Rerewhakaaitu","1","2004-04-23",0.302272182460786
"Rerewhakaaitu","1","2004-05-20",0.346061929693234
"Rerewhakaaitu","1","2004-06-23",0.325575210475138
"Rerewhakaaitu","1","2004-08-26",0.347549252605248
"Rerewhakaaitu","1","2004-10-08",0.305154153576195
"Rerewhakaaitu","1","2004-10-21",0.324681534625106
"Rerewhakaaitu","1","2004-11-19",0.384552741711115
"Rerewhakaaitu","1","2004-12-14",0.311263496687858
"Rerewhakaaitu","1","2005-01-20",0.425433814392917
"Rerewhakaaitu","1","2005-02-24",0.493430921489522
"Rerewhakaaitu","1","2005-04-21",0.368461823212607
"Rerewhakaaitu","1","2005-05-24",0.301230622586518
"Rerewhakaaitu","1","2005-06-23",0.281326376627423
"Rerewhakaaitu","1","2005-07-22",0.272564751717167
"Rerewhakaaitu","1","2005-08-26",0.282610549442989
"Rerewhakaaitu","1","2005-09-22",0.293145261200488
"Rerewhakaaitu","1","2005-10-20",0.293795295362932
"Rerewhakaaitu","1","2005-11-17",0.356428743666822
"Rerewhakaaitu","1","2005-12-15",0.314930626321245
"Rerewhakaaitu","1","2006-02-02",0.411360600465137
"Rerewhakaaitu","1","2006-02-23",0.46146269568714
"Rerewhakaaitu","1","2006-03-23",0.428729845918104
"Rerewhakaaitu","1","2006-04-20",0.443069939451977
"Rerewhakaaitu","1","2006-05-24",0.385409276229068
"Rerewhakaaitu","1","2006-06-26",0.386018068997189
"Rerewhakaaitu","1","2006-07-24",0.354429882569069
"Rerewhakaaitu","1","2006-08-15",0.374346312824082
"Rerewhakaaitu","1","2006-09-21",0.389393438454957
"Rerewhakaaitu","1","2006-11-03",0.439436979300033
"Rerewhakaaitu","1","2006-11-16",0.452980205955648
"Rerewhakaaitu","1","2006-12-15",0.461703583683221
"Rerewhakaaitu","1","2007-01-19",0.488705471871599
"Rerewhakaaitu","1","2007-02-21",0.4493526002485
"Rerewhakaaitu","1","2007-03-22",0.464075872747593
"Rerewhakaaitu","1","2007-04-26",0.364654451588
"Rerewhakaaitu","1","2007-05-24",0.360548914867128
"Rerewhakaaitu","1","2007-06-19",0.34761317985702
"Rerewhakaaitu","1","2007-08-23",0.381598346087111
"Rerewhakaaitu","1","2007-09-20",0.380182126583856
"Rerewhakaaitu","1","2007-10-24",0.421246935999191
"Rerewhakaaitu","1","2007-11-16",0.532668979972459
"Rerewhakaaitu","1","2007-12-14",0.546375355861266
"Rerewhakaaitu","1","2008-01-30",0.574261308221417
"Rerewhakaaitu","1","2008-02-21",0.462404081562895
"Rerewhakaaitu","1","2008-03-23",0.526192304390134
"Rerewhakaaitu","1","2008-04-23",0.412723951164167
"Rerewhakaaitu","1","2008-05-22",0.444955660409163
"Rerewhakaaitu","1","2008-06-19",0.449819346041906
"Rerewhakaaitu","1","2008-11-20",0.545680639737671
"Rerewhakaaitu","1","2008-12-15",0.623246774472869
"Rerewhakaaitu","1","2009-01-15",0.652054133057053
"Rerewhakaaitu","1","2009-02-19",0.684222088803008
"Rerewhakaaitu","1","2009-03-19",0.557617661023232
"Rerewhakaaitu","1","2009-04-24",0.420172224915135
"Rerewhakaaitu","1","2009-05-21",0.492125101597767
"Rerewhakaaitu","1","2009-06-19",0.505530330405633
"Rerewhakaaitu","1","2009-07-23",0.435577503672164
"Rerewhakaaitu","1","2009-08-18",0.625667892497338
"Rerewhakaaitu","1","2009-09-25",0.479114798226211
"Rerewhakaaitu","1","2009-10-20",0.483954052767271
"Rerewhakaaitu","1","2009-11-19",0.467811156912974
"Rerewhakaaitu","1","2009-12-17",0.512293798940843
"Rerewhakaaitu","1","2010-01-19",0.62390896045607
"Rerewhakaaitu","1","2010-02-16",0.800882163384391
"Rerewhakaaitu","1","2010-03-25",0.465260545563589
"Rerewhakaaitu","1","2010-04-20",0.506243876051245
"Rerewhakaaitu","1","2010-05-20",0.47144031673691
"Rerewhakaaitu","1","2010-06-17",0.512326530742577
"Rerewhakaaitu","1","2010-07-20",0.476037321830196
"Rerewhakaaitu","1","2010-08-23",0.520407577947808
"Rerewhakaaitu","1","2010-09-29",0.482370665656989
"Rerewhakaaitu","1","2010-10-26",0.410141499718663
"Rerewhakaaitu","1","2010-11-18",0.400348274800743
"Rerewhakaaitu","1","2010-12-16",0.509530713777324
"Rerewhakaaitu","1","2011-01-20",0.607262683222053
"Rerewhakaaitu","1","2011-02-17",0.597376701772192
"Rerewhakaaitu","1","2011-03-29",0.514838165309349
"Rerewhakaaitu","1","2011-04-14",0.449107274876903
"Rerewhakaaitu","1","2011-05-27",0.39711331494383
"Rerewhakaaitu","1","2011-06-23",0.405035555918435
"Rerewhakaaitu","1","2011-07-21",0.392763651472308
"Rerewhakaaitu","1","2011-08-18",0.458467987421417
"Rerewhakaaitu","1","2011-09-23",0.457252495807783
"Rerewhakaaitu","1","2011-10-27",0.449426116015568
"Rerewhakaaitu","1","2011-11-17",0.5072983780169
"Rerewhakaaitu","1","2011-12-14",0.460366329642699
"Rerewhakaaitu","1","2012-01-19",0.560888913603019
"Rerewhakaaitu","1","2012-02-21",0.539307340919551
"Rerewhakaaitu","1","2012-03-26",0.524221133656713
"Rerewhakaaitu","1","2012-04-19",0.466007305334961
"Rerewhakaaitu","1","2012-05-18",0.475231633594104
"Rerewhakaaitu","1","2012-06-27",0.471503032161368
"Rerewhakaaitu","1","2012-07-20",0.440337551015614
"Rerewhakaaitu","1","2012-08-13",0.391046614154791
"Rerewhakaaitu","1","2012-09-20",0.432477104437832
"Rerewhakaaitu","1","2012-10-18",0.4888214158483
"Rerewhakaaitu","1","2012-11-15",0.375667446420877
"Rerewhakaaitu","1","2012-12-13",0.41286609779484
"Rerewhakaaitu","1","2013-01-17",0.597182830701434
"Rerewhakaaitu","1","2013-02-18",0.6178016202249
"Rerewhakaaitu","1","2013-03-21",0.648257307934665
"Rerewhakaaitu","1","2013-04-18",0.442429370404308
"Rerewhakaaitu","1","2013-05-16",0.427858014085781
"Rerewhakaaitu","1","2013-06-20",0.37532940825622
"Rerewhakaaitu","1","2013-07-18",0.350372836256651
"Rerewhakaaitu","1","2013-08-23",0.333181621556729
"Rerewhakaaitu","1","2013-09-19",0.323187291111491
"Rerewhakaaitu","1","2013-10-17",0.309167544054638
"Rerewhakaaitu","1","2013-11-22",0.40836494617858
"Rerewhakaaitu","1","2013-12-12",0.465579785495855
"Rerewhakaaitu","1","2014-01-20",0.395368153658091
"Rerewhakaaitu","1","2014-02-20",0.478155105683643
"Rerewhakaaitu","1","2014-03-20",0.513857225812217
"Rerewhakaaitu","1","2014-04-22",0.472501761266255
"Rerewhakaaitu","1","2014-05-22",0.397186392114009
"Rerewhakaaitu","1","2014-06-19",0.322386990659786
"Rerewhakaaitu","1","2014-07-25",0.314909392765223
"Rerewhakaaitu","1","2014-08-21",0.425584868294105
"Rerewhakaaitu","1","2014-09-18",0.310702659113306
"Rerewhakaaitu","1","2014-10-22",0.29480999540601
"Rerewhakaaitu","1","2014-11-20",0.289799838529195
"Rerewhakaaitu","1","2014-12-18",0.376959255735647
"Rerewhakaaitu","1","2015-01-22",0.549876214740398
"Rerewhakaaitu","1","2015-02-19",0.411911323068843
"Rerewhakaaitu","1","2015-03-19",0.392950015148942
"Rerewhakaaitu","1","2015-04-16",0.386727674392161
"Rerewhakaaitu","1","2015-05-21",0.26783871354133
"Rerewhakaaitu","1","2015-06-23",0.331813888588879
"Rerewhakaaitu","1","2015-07-23",0.273395494892187
"Rerewhakaaitu","1","2015-08-17",0.29996483995207
"Rerewhakaaitu","1","2015-09-17",0.236561848489394
"Rerewhakaaitu","1","2015-10-22",0.282633435374423
"Rerewhakaaitu","1","2015-11-19",0.194422026364901
"Rerewhakaaitu","1","2015-12-17",0.540801366281228
"Rerewhakaaitu","1","2016-01-22",0.254628913933576
"Rerewhakaaitu","1","2016-02-22",0.501913446199007
"Rerewhakaaitu","1","2016-03-17",0.411793421691387
"Rerewhakaaitu","1","2016-04-21",0.462617427052394
"Rerewhakaaitu","1","2016-05-19",0.332603976980206
"Rerewhakaaitu","1","2016-06-16",0.294000903285126
"Rerewhakaaitu","1","2016-07-21",0.338274740466809
"Rerewhakaaitu","1","2016-09-22",0.3423457303638
"Rerewhakaaitu","1","2016-10-20",0.329127425824714
"Rerewhakaaitu","1","2016-11-17",0.32666684838482
"Rerewhakaaitu","1","2016-12-09",0.35767565649897
"Rerewhakaaitu","1","2017-01-19",0.339640969497244
"Rerewhakaaitu","1","2017-02-16",0.406120273465212
"Rerewhakaaitu","1","2017-03-16",0.466564110255257
"Rerewhakaaitu","1","2017-04-19",0.444375170541181
"Rerewhakaaitu","1","2017-05-23",0.411312652701253
"Rerewhakaaitu","1","2017-07-20",0.337787871673653
"Rerewhakaaitu","1","2017-08-17",0.379862757877114
"Rerewhakaaitu","1","2017-09-21",0.432263975725823
"Rerewhakaaitu","1","2017-10-19",0.530058948849934
"Rerewhakaaitu","1","2017-11-15",0.647184017034957
"Rerewhakaaitu","1","2017-12-14",0.452938014209123
"Rerewhakaaitu","1","2018-01-18",0.747418966584039
"Rerewhakaaitu","1","2018-02-22",0.993062784383656
"Rerewhakaaitu","1","2018-03-22",0.609072665820703
"Rerewhakaaitu","1","2018-04-19",0.577856586218414
"Rerewhakaaitu","1","2018-05-17",0.658658379514256
"Rerewhakaaitu","1","2018-06-21",0.501777634774965
"Rerewhakaaitu","1","2018-08-23",0.69612666515799
"Rerewhakaaitu","1","2018-10-18",0.57640092314333
"Rerewhakaaitu","1","2018-11-22",0.644631554407447
"Rerewhakaaitu","1","2018-12-13",0.734960182453393
"Rerewhakaaitu","1","2019-01-17",0.644631554407447
"Rerewhakaaitu","1","2019-02-21",0.774633220099578
"Rerewhakaaitu","1","2019-03-21",0.678785503740691
"Rerewhakaaitu","1","2019-04-17",0.520507568390614
"Rerewhakaaitu","1","2019-05-16",0.494968389818863
"Rerewhakaaitu","1","2019-06-20",0.348338091848481
"Rerewhakaaitu","1","2019-07-18",0.295664588952092
"Rerewhakaaitu","1","2019-08-22",0.331905892269192
"Rerewhakaaitu","1","2019-09-20",0.287756582747386
"Rerewhakaaitu","1","2019-10-22",0.296933135548688
"Rerewhakaaitu","1","2019-11-21",0.423589866881557
"Rerewhakaaitu","1","2019-12-12",0.478142472195901
"Rerewhakaaitu","1","2020-01-23",0.618481756632498
"Rerewhakaaitu","1","2020-02-20",0.647105238803831
"Rerewhakaaitu","1","2020-06-18",0.294104514956885
"Rerewhakaaitu","1","2020-07-24",0.393116425205904
"Rerewhakaaitu","1","2020-08-20",0.271605342714247
"Rerewhakaaitu","1","2020-09-17",0.238459355408366
"Rerewhakaaitu","1","2020-10-15",0.274423281596556
"Rerewhakaaitu","1","2020-11-19",0.18890625771438
"Rerewhakaaitu","1","2020-12-17",0.361137572992673
"Rerewhakaaitu","1","2021-01-21",0.525054302136102
"Rerewhakaaitu","1","2021-02-18",0.381819553095779
"Rerewhakaaitu","1","2021-03-18",0.394856768976697
"Rerewhakaaitu","1","2021-04-23",0.336342015390206
"Rerewhakaaitu","1","2021-06-16",0.248161654817534
"Rerewhakaaitu","1","2021-07-22",0.259416771774991
"Rerewhakaaitu","1","2021-09-16",0.209574808807213
"Rerewhakaaitu","1","2021-10-21",0.218972979531105
"Rerewhakaaitu","1","2021-11-18",0.259221513408544
"Rerewhakaaitu","1","2021-12-16",0.293110357557922
"Rerewhakaaitu","1","2022-01-20",0.225721793170961
"Rerewhakaaitu","1","2022-02-17",0.435290126348369
"Rerewhakaaitu","1","2022-03-17",0.418804316079704
"Rerewhakaaitu","1","2022-04-21",0.328560521648793
"Rerewhakaaitu","1","2022-05-19",0.219910006191792
"Rerewhakaaitu","1","2022-06-22",0.224197278645594
"Rerewhakaaitu","1","2022-07-21",0.209908681225049
"Rotoehu","3","2003-03-21",0.771795756999291
"Rotoehu","3","2003-04-15",0.800087948488848
"Rotoehu","3","2003-05-28",0.646363349880109
"Rotoehu","3","2003-06-17",0.804848684525274
"Rotoehu","3","2003-07-31",1.03176040027991
"Rotoehu","3","2003-08-19",0.988039016797583
"Rotoehu","3","2003-09-17",0.925216997420047
"Rotoehu","3","2003-10-21",0.786911393269608
"Rotoehu","3","2003-11-18",0.849038387272619
"Rotoehu","3","2003-12-16",0.708800880072503
"Rotoehu","3","2004-02-18",0.944503608545974
"Rotoehu","3","2004-03-30",0.716131492821032
"Rotoehu","3","2004-04-21",0.845796151953444
"Rotoehu","3","2004-05-18",0.896662954995335
"Rotoehu","3","2004-06-15",0.786508819763737
"Rotoehu","3","2004-08-25",0.77016228798064
"Rotoehu","3","2004-10-06",0.81422700442563
"Rotoehu","3","2004-10-19",0.710679462763028
"Rotoehu","3","2004-11-17",0.450805947887957
"Rotoehu","3","2004-12-15",0.466776924505624
"Rotoehu","3","2005-01-18",0.595412808925944
"Rotoehu","3","2005-02-22",0.902681879685437
"Rotoehu","3","2005-03-22",0.907268219519647
"Rotoehu","3","2005-04-19",0.72564215311577
"Rotoehu","3","2005-05-25",0.986597824540991
"Rotoehu","3","2005-06-21",0.73023559514067
"Rotoehu","3","2005-07-20",0.793448905086794
"Rotoehu","3","2005-08-23",0.593286578799345
"Rotoehu","3","2005-09-23",0.623632680865796
"Rotoehu","3","2005-10-26",0.596528337207648
"Rotoehu","3","2005-11-15",0.745677450247982
"Rotoehu","3","2005-12-13",0.705734927750588
"Rotoehu","3","2006-01-31",0.668561341353477
"Rotoehu","3","2006-02-22",0.977972402447122
"Rotoehu","3","2006-03-22",0.661917926218047
"Rotoehu","3","2006-04-18",0.862044327403329
"Rotoehu","3","2006-05-23",0.865648808432264
"Rotoehu","3","2006-06-22",0.850542854258176
"Rotoehu","3","2006-07-18",0.698887868532427
"Rotoehu","3","2006-08-17",0.789860953951687
"Rotoehu","3","2006-09-19",0.841591132898868
"Rotoehu","3","2006-10-31",0.594359997568508
"Rotoehu","3","2006-11-13",0.611769370318537
"Rotoehu","3","2006-12-14",0.779203529796711
"Rotoehu","3","2007-01-17",0.731621114769741
"Rotoehu","3","2007-02-26",0.9553845307625
"Rotoehu","3","2007-03-20",0.965229888859323
"Rotoehu","3","2007-04-23",0.812920803890044
"Rotoehu","3","2007-05-22",0.836168541615679
"Rotoehu","3","2007-06-20",0.657828789199185
"Rotoehu","3","2007-07-24",0.688524954789137
"Rotoehu","3","2007-08-21",0.978393791639661
"Rotoehu","3","2007-09-18",0.996996301186029
"Rotoehu","3","2007-10-16",1.04863204025717
"Rotoehu","3","2007-11-13",0.582485850302246
"Rotoehu","3","2007-12-11",0.586879202172179
"Rotoehu","3","2008-01-07",0.833858109200822
"Rotoehu","3","2008-02-19",0.81624394661803
"Rotoehu","3","2008-03-18",0.682442290222835
"Rotoehu","3","2008-04-21",0.942979367983435
"Rotoehu","3","2008-05-20",0.838697869757186
"Rotoehu","3","2008-06-20",0.837754178556475
"Rotoehu","3","2008-08-05",0.559105329186459
"Rotoehu","3","2008-10-21",0.456648544201202
"Rotoehu","3","2008-11-18",0.636014456687721
"Rotoehu","3","2008-12-16",0.778479859312624
"Rotoehu","3","2009-01-13",0.591089866015905
"Rotoehu","3","2009-02-17",1.07658486471156
"Rotoehu","3","2009-03-17",0.845865659192817
"Rotoehu","3","2009-04-22",0.694092509490229
"Rotoehu","3","2009-05-19",0.538909390862609
"Rotoehu","3","2009-06-22",0.568470018683542
"Rotoehu","3","2009-07-21",0.532011423703202
"Rotoehu","3","2009-08-17",0.648142779267871
"Rotoehu","3","2009-09-22",0.545646750052145
"Rotoehu","3","2009-10-28",0.578239741120665
"Rotoehu","3","2009-11-17",0.609021355487192
"Rotoehu","3","2009-12-16",0.646755962525286
"Rotoehu","3","2010-01-20",0.707368238604465
"Rotoehu","3","2010-02-17",0.755718210608922
"Rotoehu","3","2010-03-23",0.918254204696981
"Rotoehu","3","2010-04-21",0.5319765100007
"Rotoehu","3","2010-05-18",0.758750379601961
"Rotoehu","3","2010-06-16",0.698956846470427
"Rotoehu","3","2010-07-20",0.424572631902698
"Rotoehu","3","2010-08-17",0.529332917688229
"Rotoehu","3","2010-09-27",0.476949303419461
"Rotoehu","3","2010-10-19",0.444183619102234
"Rotoehu","3","2010-11-16",0.523127629276364
"Rotoehu","3","2010-12-14",0.709877293146912
"Rotoehu","3","2011-01-18",0.64545915239254
"Rotoehu","3","2011-02-15",0.652703537550398
"Rotoehu","3","2011-03-25",0.698555877395002
"Rotoehu","3","2011-04-20",0.712416579046646
"Rotoehu","3","2011-05-23",0.669490570360549
"Rotoehu","3","2011-06-20",0.492589339955555
"Rotoehu","3","2011-07-19",0.473412461448316
"Rotoehu","3","2011-08-16",0.521053018350684
"Rotoehu","3","2011-09-21",0.649070154931909
"Rotoehu","3","2011-10-25",0.521747437767079
"Rotoehu","3","2011-11-14",0.589558227833685
"Rotoehu","3","2011-12-21",0.772967643960684
"Rotoehu","3","2012-01-17",0.591648431708051
"Rotoehu","3","2012-02-22",0.576852931796045
"Rotoehu","3","2012-03-28",0.554306258667983
"Rotoehu","3","2012-04-17",0.425448506926564
"Rotoehu","3","2012-05-15",0.802704959702632
"Rotoehu","3","2012-06-25",0.750878516827385
"Rotoehu","3","2012-07-18",0.655142894168879
"Rotoehu","3","2012-08-14",0.890394745692896
"Rotoehu","3","2012-09-18",0.905807205424421
"Rotoehu","3","2012-10-17",0.740229908384821
"Rotoehu","3","2012-11-13",0.530695207095089
"Rotoehu","3","2012-12-06",0.502812350790535
"Rotoehu","3","2013-01-15",0.591911741479588
"Rotoehu","3","2013-02-19",0.666256169199959
"Rotoehu","3","2013-03-19",0.453507692935
"Rotoehu","3","2013-04-22",0.616173056212253
"Rotoehu","3","2013-05-14",0.382995500680365
"Rotoehu","3","2013-06-17",0.550219096845557
"Rotoehu","3","2013-07-15",0.805153026941838
"Rotoehu","3","2013-08-19",0.549885044405695
"Rotoehu","3","2013-09-18",0.477135186516903
"Rotoehu","3","2013-10-16",0.531576860893799
"Rotoehu","3","2013-11-19",0.495062112485492
"Rotoehu","3","2013-12-11",0.654145583691979
"Rotoehu","3","2014-01-14",0.663370366257198
"Rotoehu","3","2014-02-18",0.657661564546999
"Rotoehu","3","2014-03-18",0.750527479370824
"Rotoehu","3","2014-04-15",0.714879998468195
"Rotoehu","3","2014-05-20",0.496742040287452
"Rotoehu","3","2014-06-17",0.54001275317996
"Rotoehu","3","2014-08-19",0.351977046186306
"Rotoehu","3","2014-09-16",0.383738587219268
"Rotoehu","3","2014-10-20",0.383634650197035
"Rotoehu","3","2014-11-18",0.709195080147874
"Rotoehu","3","2014-12-16",0.916423378963993
"Rotoehu","3","2015-01-20",1.1833519689268
"Rotoehu","3","2015-02-17",1.01406058189282
"Rotoehu","3","2015-03-18",1.07612423265459
"Rotoehu","3","2015-04-14",1.01701024702961
"Rotoehu","3","2015-05-19",0.978147768531296
"Rotoehu","3","2015-06-16",0.527063551397175
"Rotoehu","3","2015-07-21",0.652584691642187
"Rotoehu","3","2015-08-18",0.544045477257149
"Rotoehu","3","2015-09-19",0.489013902980909
"Rotoehu","3","2015-10-20",0.236285825507689
"Rotoehu","3","2015-11-17",0.789278681524461
"Rotoehu","3","2015-12-15",0.759099451075777
"Rotoehu","3","2016-01-20",0.903835689240471
"Rotoehu","3","2016-02-16",0.565367834554711
"Rotoehu","3","2016-03-15",1.33738393097673
"Rotoehu","3","2016-04-18",1.09891290866205
"Rotoehu","3","2016-05-17",1.23487019139373
"Rotoehu","3","2016-06-14",0.840707304215454
"Rotoehu","3","2016-07-19",0.636057860046074
"Rotoehu","3","2016-09-19",0.828493558018955
"Rotoehu","3","2016-10-18",0.681561053359183
"Rotoehu","3","2016-11-15",0.794851547548747
"Rotoehu","3","2016-12-12",0.791466766194477
"Rotoehu","3","2017-01-17",1.50308162533116
"Rotoehu","3","2017-02-14",1.26880986729419
"Rotoehu","3","2017-03-14",1.03605038018599
"Rotoehu","3","2017-04-18",0.897680123440833
"Rotoehu","3","2017-07-18",0.481605627130425
"Rotoehu","3","2017-08-15",0.57380254939068
"Rotoehu","3","2017-09-19",0.616476594668547
"Rotoehu","3","2017-10-17",0.907976117745472
"Rotoehu","3","2017-11-13",1.02304209311246
"Rotoehu","3","2017-12-12",0.688006447167436
"Rotoehu","3","2018-01-16",0.741223605323654
"Rotoehu","3","2018-02-21",0.780054726099164
"Rotoehu","3","2018-03-20",1.02839177265679
"Rotoehu","3","2018-04-17",0.825628909458798
"Rotoehu","3","2018-05-15",0.606509615215332
"Rotoehu","3","2018-08-21",0.690544986707855
"Rotoehu","3","2018-09-18",0.835598831052221
"Rotoehu","3","2018-10-18",0.61304917626436
"Rotoehu","3","2018-11-20",0.939598667497936
"Rotoehu","3","2018-12-13",0.742023664149699
"Rotoehu","3","2019-01-15",0.729497459584717
"Rotoehu","3","2019-02-19",0.963420959168004
"Rotoehu","3","2019-04-15",0.812904069476322
"Rotoehu","3","2019-05-14",0.76978990128046
"Rotoehu","3","2019-06-18",1.17874508991312
"Rotoehu","3","2019-07-16",2.10910093469586
"Rotoehu","3","2019-09-18",0.64968740534566
"Rotoehu","3","2019-11-19",0.764706714135087
"Rotoehu","3","2019-12-10",0.835612221586752
"Rotoehu","3","2020-01-21",0.659593094205388
"Rotoehu","3","2020-02-18",0.483419266463241
"Rotoehu","3","2020-06-16",0.646176676304208
"Rotoehu","3","2020-07-21",0.677361166138956
"Rotoehu","3","2020-08-18",0.79358293720338
"Rotoehu","3","2020-09-16",0.794525516489435
"Rotoehu","3","2020-10-13",0.615714266046835
"Rotoehu","3","2020-11-17",0.686798460881883
"Rotoehu","3","2020-12-21",0.874536697732611
"Rotoehu","3","2021-01-19",0.551712607276367
"Rotoehu","3","2021-02-16",0.831244239428969
"Rotoehu","3","2021-03-16",0.74499273126822
"Rotoehu","3","2021-04-21",0.436650522476631
"Rotoehu","3","2021-05-18",0.732434697960399
"Rotoehu","3","2021-07-20",0.710857701047556
"Rotoehu","3","2021-08-17",0.51904849791255
"Rotoehu","3","2021-09-14",0.608607764483539
"Rotoehu","3","2021-10-19",0.573655236172387
"Rotoehu","3","2022-01-18",0.839582117233371
"Rotoehu","3","2022-02-15",0.994177416777837
"Rotoehu","3","2022-03-15",0.968331723185136
"Rotoehu","3","2022-04-19",0.75952480465149
"Rotoehu","3","2022-05-17",0.767459148051213
"Rotoehu","3","2022-06-20",0.528670762033521
"Rotoehu","3","2022-07-19",0.407224188797368
"Rotoiti","3","2003-03-21",0.36014637366404
"Rotoiti","3","2003-04-15",0.373669575837817
"Rotoiti","3","2003-05-28",0.401946555089656
"Rotoiti","3","2003-06-17",0.398606253273184
"Rotoiti","3","2003-07-22",0.39690035307467
"Rotoiti","3","2003-08-19",0.46882558667847
"Rotoiti","3","2003-09-17",0.334173795758582
"Rotoiti","3","2003-10-21",0.319148537698777
"Rotoiti","3","2003-11-18",0.427038548672853
"Rotoiti","3","2003-12-16",0.27495659880628
"Rotoiti","3","2004-02-18",0.33487118917289
"Rotoiti","3","2004-03-30",0.300612296081643
"Rotoiti","3","2004-04-21",0.335104259445862
"Rotoiti","3","2004-05-18",0.350548173119531
"Rotoiti","3","2004-06-15",0.23004538634773
"Rotoiti","3","2004-08-25",0.354992104267956
"Rotoiti","3","2004-10-06",0.359366274838699
"Rotoiti","3","2004-10-19",0.431836801243402
"Rotoiti","3","2004-11-17",0.357439220325763
"Rotoiti","3","2004-12-15",0.334968883718111
"Rotoiti","3","2005-01-18",0.375254611392041
"Rotoiti","3","2005-02-23",0.349648780837036
"Rotoiti","3","2005-03-22",0.2807946209282
"Rotoiti","3","2005-04-19",0.343864078896185
"Rotoiti","3","2005-05-25",0.376879449041212
"Rotoiti","3","2005-06-21",0.204984196893656
"Rotoiti","3","2005-07-20",0.406409763414285
"Rotoiti","3","2005-08-23",0.33644064841627
"Rotoiti","3","2005-09-23",0.38234618487723
"Rotoiti","3","2005-10-26",0.3635009761166
"Rotoiti","3","2005-11-15",0.404274028214098
"Rotoiti","3","2005-12-13",0.308532530443024
"Rotoiti","3","2006-01-31",0.27607198247633
"Rotoiti","3","2006-02-22",0.30382042066997
"Rotoiti","3","2006-03-22",0.339917582755681
"Rotoiti","3","2006-04-18",0.342328166362228
"Rotoiti","3","2006-05-23",0.302198570919178
"Rotoiti","3","2006-06-22",0.316592453848327
"Rotoiti","3","2006-07-18",0.375227547391758
"Rotoiti","3","2006-08-17",0.339109290258087
"Rotoiti","3","2006-09-19",0.368053894205401
"Rotoiti","3","2006-10-31",0.28519294125524
"Rotoiti","3","2006-11-13",0.282363383023473
"Rotoiti","3","2006-12-14",0.297140709601132
"Rotoiti","3","2007-01-17",0.271653365824937
"Rotoiti","3","2007-02-26",0.296124746210486
"Rotoiti","3","2007-03-20",0.289217247181533
"Rotoiti","3","2007-04-23",0.331618643519116
"Rotoiti","3","2007-05-22",0.333785382512114
"Rotoiti","3","2007-06-20",0.247465819404143
"Rotoiti","3","2007-07-25",0.341378986853957
"Rotoiti","3","2007-08-21",0.325369936401916
"Rotoiti","3","2007-09-18",0.330234754436411
"Rotoiti","3","2007-10-16",0.273221036218989
"Rotoiti","3","2007-11-13",0.328824769457641
"Rotoiti","3","2007-12-11",0.354445930491781
"Rotoiti","3","2008-01-07",0.321217413468397
"Rotoiti","3","2008-02-19",0.367100788374576
