"lake","site","date","Kd"
"Okareka","1","2009-06-03",0.33945792481382
"Okareka","1","2009-07-22",0.311482631669462
"Okareka","1","2009-09-29",0.325641005112573
"Okareka","1","2009-10-29",0.336847793427721
"Okareka","1","2009-11-23",0.305563189084283
"Okareka","1","2009-12-15",0.186797535015897
"Okareka","1","2010-01-22",0.423754475213885
"Okareka","1","2010-02-18",0.52962158024307
"Okareka","1","2010-03-24",0.499298456205702
"Okareka","1","2010-05-19",0.336076540942388
"Okareka","1","2010-06-16",0.798297027855062
"Okareka","1","2010-08-02",0.760616559444125
"Okareka","1","2010-08-26",0.342223797563928
"Okareka","1","2010-09-28",0.311451908974923
"Okareka","1","2010-10-20",0.338387305893946
"Okareka","1","2010-11-17",0.314508445682995
"Okareka","1","2010-12-15",0.686142365222995
"Okareka","1","2011-01-26",0.317734847706376
"Okareka","1","2011-02-16",0.466751449961909
"Okareka","1","2011-03-28",0.469643823496879
"Okareka","1","2011-04-19",0.549017726666791
"Okareka","1","2011-05-24",0.76310893042736
"Okareka","1","2011-06-21",1.13198849440068
"Okareka","1","2011-07-20",1.05802226330405
"Okareka","1","2011-08-17",0.324990748555909
"Okareka","1","2011-09-22",0.269337567558526
"Okareka","1","2011-10-26",0.385133670219434
"Okareka","1","2011-11-16",0.35842899376578
"Okareka","1","2011-12-20",0.715183094812255
"Okareka","1","2012-01-18",0.803933329791491
"Okareka","1","2012-02-24",0.281160356792682
"Okareka","1","2012-03-29",0.328218302492831
"Okareka","1","2012-04-18",0.268479406059658
"Okareka","1","2012-05-17",0.814149889698032
"Okareka","1","2012-06-26",1.18881147497119
"Okareka","1","2012-07-20",0.792974827943457
"Okareka","1","2012-08-15",0.4834175470881
"Okareka","1","2012-09-19",0.320029896971795
"Okareka","1","2012-10-17",0.584220601101892
"Okareka","1","2012-11-14",0.430165155669968
"Okareka","1","2012-12-12",0.298086596016917
"Okareka","1","2013-01-16",0.362302156053884
"Okareka","1","2013-02-20",0.51952324122721
"Okareka","1","2013-03-20",0.417009853221382
"Okareka","1","2013-04-23",0.262922120970915
"Okareka","1","2013-05-15",0.262877893666697
"Okareka","1","2013-06-19",0.305088210712067
"Okareka","1","2013-08-21",0.443643932834727
"Okareka","1","2013-09-18",0.566450498498163
"Okareka","1","2013-10-22",0.329693277810848
"Okareka","1","2013-11-21",0.293740977278289
"Okareka","1","2013-12-10",0.511175321336247
"Okareka","1","2014-01-15",0.379099686455275
"Okareka","1","2014-02-19",0.316961612153449
"Okareka","1","2014-03-19",0.290766415409752
"Okareka","1","2014-04-16",0.283378981243138
"Okareka","1","2014-05-21",0.478389957110696
"Okareka","1","2014-06-18",0.65195590431418
"Okareka","1","2014-07-23",0.789922767207332
"Okareka","1","2014-08-26",0.583953060132306
"Okareka","1","2014-09-17",0.396748637532921
"Okareka","1","2014-10-21",0.403741669043502
"Okareka","1","2014-11-19",0.583849790480115
"Okareka","1","2014-12-17",0.435313675275061
"Okareka","1","2015-01-21",0.324799876728673
"Okareka","1","2015-02-18",0.444724736319912
"Okareka","1","2015-03-17",0.398442061366932
"Okareka","1","2015-04-15",0.41109908083833
"Okareka","1","2015-05-20",0.293382524557615
"Okareka","1","2015-06-17",0.742934498289849
"Okareka","1","2015-07-22",0.639207947589437
"Okareka","1","2015-08-20",0.593288198245739
"Okareka","1","2015-09-16",0.287752397856178
"Okareka","1","2015-10-21",0.349139893054277
"Okareka","1","2015-11-18",0.339206377162885
"Okareka","1","2015-12-16",0.409986427106753
"Okareka","1","2016-01-21",0.330832363742098
"Okareka","1","2016-02-17",0.341376328516894
"Okareka","1","2016-03-16",0.314617551124639
"Okareka","1","2016-04-20",0.269263868216581
"Okareka","1","2016-05-18",0.275176939057494
"Okareka","1","2016-06-15",0.704275758326607
"Okareka","1","2016-07-20",0.950171574343551
"Okareka","1","2016-08-17",0.327832944557933
"Okareka","1","2016-09-21",1.18728187614232
"Okareka","1","2016-10-19",0.580084597973955
"Okareka","1","2016-11-16",0.607579947562208
"Okareka","1","2016-12-16",0.586049752560959
"Okareka","1","2017-01-18",0.630757509548299
"Okareka","1","2017-02-17",0.564762006706399
"Okareka","1","2017-03-15",0.326484243667956
"Okareka","1","2017-04-19",0.244833424232534
"Okareka","1","2017-05-22",0.372575657616321
"Okareka","1","2017-07-19",0.31982061574529
"Okareka","1","2017-08-16",0.427592944807258
"Okareka","1","2017-09-20",0.490082836468323
"Okareka","1","2017-10-18",0.527317194644361
"Okareka","1","2017-11-14",0.455069720259986
"Okareka","1","2017-12-13",0.46384186283686
"Okareka","1","2018-01-17",0.43911919008971
"Okareka","1","2018-02-20",0.308619268212764
"Okareka","1","2018-03-21",0.275624924541702
"Okareka","1","2018-04-18",0.309638426881408
"Okareka","1","2018-05-16",0.436105994053701
"Okareka","1","2018-06-20",0.399536979278081
"Okareka","1","2018-07-18",0.495688864050708
"Okareka","1","2018-08-22",0.376270289807716
"Okareka","1","2018-09-19",0.6002337409782
"Okareka","1","2018-10-17",1.03892995422083
"Okareka","1","2018-11-21",1.04443777401726
"Okareka","1","2018-12-12",0.557714176982349
"Okareka","1","2019-01-16",0.679562851133315
"Okareka","1","2019-02-20",0.388122847623901
"Okareka","1","2019-03-20",0.30226900487236
"Okareka","1","2019-04-16",0.275755385203409
"Okareka","1","2019-05-15",0.308169077097367
"Okareka","1","2019-06-19",0.846380442552478
"Okareka","1","2019-07-17",0.660937178798838
"Okareka","1","2019-09-19",0.303355756816248
"Okareka","1","2019-10-21",0.264298796678473
"Okareka","1","2019-12-11",0.348407658896584
"Okareka","1","2020-01-22",0.307979647562156
"Okareka","1","2020-02-19",0.295563518882903
"Okareka","1","2020-06-17",0.280446794357482
"Okareka","1","2020-07-22",0.241178061044728
"Okareka","1","2020-08-19",0.229735026440621
"Okareka","1","2020-09-16",0.25484645752485
"Okareka","1","2020-10-14",0.270716325375801
"Okareka","1","2020-11-18",0.298649240828549
"Okareka","1","2020-12-16",0.308493229757937
"Okareka","1","2021-01-20",0.295290880388304
"Okareka","1","2021-02-22",0.293060699990849
"Okareka","1","2021-03-17",0.292083844194286
"Okareka","1","2021-04-22",0.295946916077175
"Okareka","1","2021-05-19",0.233532847046237
"Okareka","1","2021-06-15",1.21604611329847
"Okareka","1","2021-07-21",0.979664514548628
"Okareka","1","2021-09-15",1.00284626686698
"Okareka","1","2021-10-20",0.089407110241553
"Okareka","1","2021-11-17",0.29410796489329
"Okareka","1","2021-12-17",0.765331060991287
"Okareka","1","2022-01-19",0.282885664360014
"Okareka","1","2022-02-16",0.329305189350161
"Okareka","1","2022-03-16",0.335524269098941
"Okareka","1","2022-04-20",0.27754090131525
"Okareka","1","2022-05-18",0.238674326216806
"Okareka","1","2022-06-21",0.248713125989338
"Okareka","1","2022-07-20",0.245174623666225
"Okaro","1","2003-03-26",0.58297037937693
"Okaro","1","2003-04-17",0.544439427580879
"Okaro","1","2003-05-29",0.607982024576613
"Okaro","1","2003-06-20",0.561316240230878
"Okaro","1","2003-07-31",0.519936292132569
"Okaro","1","2003-08-29",0.542117570331164
"Okaro","1","2003-09-23",0.590035596071263
"Okaro","1","2003-10-23",0.592193628821383
"Okaro","1","2003-11-20",0.578046756848831
"Okaro","1","2003-12-18",0.474648796198315
"Okaro","1","2004-02-23",0.614512173472314
"Okaro","1","2004-03-24",0.520810142567741
"Okaro","1","2004-04-23",0.594066955181965
"Okaro","1","2004-05-20",0.550100269859812
"Okaro","1","2004-06-23",0.737479842379627
"Okaro","1","2004-08-26",0.638425293441598
"Okaro","1","2004-10-08",0.510716375719206
"Okaro","1","2004-10-21",0.629732201596815
"Okaro","1","2004-11-19",0.481892295109386
"Okaro","1","2004-12-14",0.326976552848997
"Okaro","1","2005-01-20",0.176329482479876
"Okaro","1","2005-02-24",0.471579482710378
"Okaro","1","2005-03-24",0.410858515342954
"Okaro","1","2005-04-21",0.55553143019917
"Okaro","1","2005-05-24",0.671854118701674
"Okaro","1","2005-06-23",0.768212583494008
"Okaro","1","2005-07-22",0.537830071268933
"Okaro","1","2005-08-26",0.617889655622737
"Okaro","1","2005-09-22",0.591179745807938
"Okaro","1","2005-10-20",0.466254109377869
"Okaro","1","2005-11-17",0.537218986642443
"Okaro","1","2005-12-15",0.546174859685744
"Okaro","1","2006-02-02",0.804494038881911
"Okaro","1","2006-02-23",0.620164037055981
"Okaro","1","2006-03-23",0.697815664344456
"Okaro","1","2006-04-20",0.732524945850893
"Okaro","1","2006-05-24",0.643643772287055
"Okaro","1","2006-06-26",0.752988161134171
"Okaro","1","2006-07-24",0.634362764464938
"Okaro","1","2006-08-15",0.74221634180171
"Okaro","1","2006-09-21",0.661968034858082
"Okaro","1","2006-11-03",0.573595374349786
"Okaro","1","2006-11-16",0.394102391087147
"Okaro","1","2006-12-15",0.556487227407533
"Okaro","1","2007-01-19",0.506670554929125
"Okaro","1","2007-02-21",0.642342218179164
"Okaro","1","2007-03-22",0.841167776956266
"Okaro","1","2007-04-26",0.630370217042709
"Okaro","1","2007-05-24",0.524014966642423
"Okaro","1","2007-06-19",0.604957893691894
"Okaro","1","2007-08-23",0.631827423677693
"Okaro","1","2007-09-20",0.563061242915576
"Okaro","1","2007-10-24",0.596165137010185
"Okaro","1","2007-11-16",0.314343161491726
"Okaro","1","2007-12-14",0.49837404086192
"Okaro","1","2008-01-24",0.750455666981111
"Okaro","1","2008-02-21",0.724686175090458
"Okaro","1","2008-03-20",0.738505810863426
"Okaro","1","2008-04-23",0.737053115167344
"Okaro","1","2008-05-22",0.602072457680181
"Okaro","1","2008-06-19",0.677128214239791
"Okaro","1","2008-11-20",0.520194091090158
"Okaro","1","2008-12-15",0.224539436529996
"Okaro","1","2009-01-15",0.476928050980354
"Okaro","1","2009-02-19",0.606881628332988
"Okaro","1","2009-03-19",0.609513356771448
"Okaro","1","2009-04-24",0.619907605323231
"Okaro","1","2009-05-21",0.641887571352744
"Okaro","1","2009-06-19",0.56921274057744
"Okaro","1","2009-07-23",0.662241492025338
"Okaro","1","2009-08-18",0.528063115401553
"Okaro","1","2009-09-25",0.360516946608131
"Okaro","1","2009-10-20",0.515579644815199
"Okaro","1","2009-11-19",0.515544294031425
"Okaro","1","2009-12-17",0.512575395359718
"Okaro","1","2010-01-19",0.985422758118503
"Okaro","1","2010-02-16",0.892416480286545
"Okaro","1","2010-03-25",0.871453876960807
"Okaro","1","2010-04-20",0.840336553260315
"Okaro","1","2010-05-20",0.717495790892078
"Okaro","1","2010-06-17",0.643901687284669
"Okaro","1","2010-07-20",0.564327024150455
"Okaro","1","2010-08-19",0.685049127191225
"Okaro","1","2010-09-29",0.739766868893226
"Okaro","1","2010-10-26",1.07522600737337
"Okaro","1","2010-11-18",2.83528644137146
"Okaro","1","2010-12-16",1.80603591590934
"Okaro","1","2011-01-20",0.55293561980301
"Okaro","1","2011-02-17",0.804755189522046
"Okaro","1","2011-03-29",1.00275739532117
"Okaro","1","2011-04-14",0.906062107005118
"Okaro","1","2011-05-27",1.28269657200104
"Okaro","1","2011-06-23",0.780597153274631
"Okaro","1","2011-07-21",0.815197159178763
"Okaro","1","2011-08-18",1.01519006491568
"Okaro","1","2011-09-23",0.972729865343022
"Okaro","1","2011-10-27",0.702663771418009
"Okaro","1","2011-11-17",0.924916744784874
"Okaro","1","2011-12-14",2.90656750579178
"Okaro","1","2012-01-19",0.878439028633626
"Okaro","1","2012-02-21",0.239153256130704
"Okaro","1","2012-03-26",0.605838656961461
"Okaro","1","2012-04-19",0.704746679367141
"Okaro","1","2012-05-18",1.28068521159267
"Okaro","1","2012-06-27",1.20551320035935
"Okaro","1","2012-07-20",1.14666675172463
"Okaro","1","2012-08-13",0.854456850207087
"Okaro","1","2012-09-20",1.7712353963081
"Okaro","1","2012-10-18",2.40667256080419
"Okaro","1","2012-11-15",2.70274514887252
"Okaro","1","2012-12-13",3.26375961245988
"Okaro","1","2013-01-17",0.400481182828572
"Okaro","1","2013-02-18",0.496016821137775
"Okaro","1","2013-03-21",1.23360455741911
"Okaro","1","2013-04-18",0.84529756591661
"Okaro","1","2013-05-16",0.687536043048499
"Okaro","1","2013-06-20",0.557441286089403
"Okaro","1","2013-07-18",0.879505880580996
"Okaro","1","2013-08-23",0.642027952348627
"Okaro","1","2013-09-19",1.48267749523633
"Okaro","1","2013-10-17",0.710993676685367
"Okaro","1","2013-11-22",0.628339250413123
"Okaro","1","2013-12-12",0.487597403896876
"Okaro","1","2014-01-20",0.766907658219201
"Okaro","1","2014-02-20",0.808584067289853
"Okaro","1","2014-03-20",0.856148046881887
"Okaro","1","2014-04-22",0.747153684679802
"Okaro","1","2014-05-22",0.605344967110711
"Okaro","1","2014-06-19",0.581985017131821
"Okaro","1","2014-07-25",0.97394625882376
"Okaro","1","2014-08-21",0.982655273811436
"Okaro","1","2014-09-18",0.644556079108908
"Okaro","1","2014-10-22",0.75183587033063
"Okaro","1","2014-11-20",0.528987752991881
"Okaro","1","2014-12-18",0.614047077456321
"Okaro","1","2015-01-22",0.64749953145737
"Okaro","1","2015-02-19",0.859693100100037
"Okaro","1","2015-03-19",0.864122168582475
"Okaro","1","2015-04-16",0.804077389710926
"Okaro","1","2015-05-21",0.51685974069152
"Okaro","1","2015-06-23",0.420621064631063
"Okaro","1","2015-07-23",0.852000618743117
"Okaro","1","2015-08-17",0.635003823620178
"Okaro","1","2015-09-17",0.702963814077328
"Okaro","1","2015-10-22",0.660138381371402
"Okaro","1","2015-11-19",0.555318403907287
"Okaro","1","2015-12-17",0.515116231585602
"Okaro","1","2016-01-22",0.783444673715192
"Okaro","1","2016-02-22",0.817181042164562
"Okaro","1","2016-03-17",0.861852109693387
"Okaro","1","2016-04-21",0.724107431487501
"Okaro","1","2016-05-19",0.711871952539248
"Okaro","1","2016-06-16",0.573234064372341
"Okaro","1","2016-07-21",0.839819141152782
"Okaro","1","2016-08-18",0.634075535258113
"Okaro","1","2016-09-22",0.594863958030812
"Okaro","1","2016-10-19",0.465099092684865
"Okaro","1","2016-11-17",0.454551382934469
"Okaro","1","2016-12-09",0.332089984446803
"Okaro","1","2017-01-19",0.66748461163219
"Okaro","1","2017-02-16",1.00600245758496
"Okaro","1","2017-03-16",1.08607533725006
"Okaro","1","2017-04-19",0.801173417615346
"Okaro","1","2017-05-23",0.718662209053379
"Okaro","1","2017-07-20",0.539596238346548
"Okaro","1","2017-08-17",0.693377342015871
"Okaro","1","2017-09-21",0.757663813303634
"Okaro","1","2017-10-19",1.08386106602548
"Okaro","1","2017-11-15",4.12934074813212
"Okaro","1","2017-12-14",0.619189428859845
"Okaro","1","2018-01-16",0.531465560023487
"Okaro","1","2018-02-22",0.922285048262962
"Okaro","1","2018-03-22",0.729875960995435
"Okaro","1","2018-04-19",0.809844078418871
"Okaro","1","2018-05-17",0.701707365550728
"Okaro","1","2018-06-21",0.793531558041412
"Okaro","1","2018-07-20",0.32458852715748
"Okaro","1","2018-10-18",1.57473453515145
"Okaro","1","2018-11-22",0.75132315962246
"Okaro","1","2018-12-13",0.635755684195578
"Okaro","1","2019-01-17",0.966138446078737
"Okaro","1","2019-02-21",0.998384602052055
"Okaro","1","2019-03-21",0.520825342152005
"Okaro","1","2019-04-17",0.864695002599276
"Okaro","1","2019-05-16",0.756125324449692
"Okaro","1","2019-06-20",0.542599768943916
"Okaro","1","2019-07-18",0.581867522312514
"Okaro","1","2019-08-22",0.453619963769629
"Okaro","1","2019-09-20",0.404164371800898
"Okaro","1","2019-10-22",0.495336139785788
"Okaro","1","2019-11-21",0.436053349651957
"Okaro","1","2019-12-12",0.603540872187154
"Okaro","1","2020-01-23",0.731727342753551
"Okaro","1","2020-02-20",0.696917827957235
"Okaro","1","2020-06-18",0.494024903902194
"Okaro","1","2020-07-24",0.579909158886346
"Okaro","1","2020-08-20",0.504903228570709
"Okaro","1","2020-09-17",0.95303689438323
"Okaro","1","2020-10-15",0.393429334048222
"Okaro","1","2020-11-19",0.26943490495011
"Okaro","1","2020-12-17",0.691335406821458
"Okaro","1","2021-01-21",0.775507712383255
"Okaro","1","2021-02-18",0.625095860838027
"Okaro","1","2021-03-18",0.714806484140045
"Okaro","1","2021-04-23",0.572436232575374
"Okaro","1","2021-06-16",0.611269497497239
"Okaro","1","2021-07-22",0.967241875318103
"Okaro","1","2021-09-16",1.22363099662036
"Okaro","1","2021-10-21",0.481048660741492
"Okaro","1","2021-11-18",0.435459745475909
"Okaro","1","2021-12-16",0.332755726140055
"Okaro","1","2022-01-20",0.514314040931368
"Okaro","1","2022-02-17",0.439779848677839
"Okaro","1","2022-03-17",0.615459612993029
"Okaro","1","2022-04-21",0.53218820117947
"Okaro","1","2022-05-19",0.423471486613312
"Okaro","1","2022-06-22",0.607260013214263
"Okaro","1","2022-07-21",0.606540791768093
"Okataina","1","2003-03-21",0.178876404626429
"Okataina","1","2003-04-15",0.150066133865894
"Okataina","1","2003-05-28",0.169792107621943
"Okataina","1","2003-06-17",0.158093256491874
"Okataina","1","2003-07-22",0.140864296289737
"Okataina","1","2003-08-19",0.132703489581673
"Okataina","1","2003-09-17",0.110002494882317
"Okataina","1","2003-10-21",0.144932714927446
"Okataina","1","2003-11-18",0.188466475454864
"Okataina","1","2003-12-16",0.155520090025716
"Okataina","1","2004-02-18",0.154544556071053
"Okataina","1","2004-03-30",0.170343686058116
"Okataina","1","2004-04-21",0.161626519171308
"Okataina","1","2004-05-18",0.182474504413779
"Okataina","1","2004-06-15",0.152674075575385
"Okataina","1","2004-08-25",0.151151628151493
"Okataina","1","2004-09-29",0.17243291927507
"Okataina","1","2004-10-19",0.17783973858026
"Okataina","1","2004-11-17",0.160509404832996
"Okataina","1","2004-12-15",0.15185994874983
"Okataina","1","2005-01-18",0.140586582495732
"Okataina","1","2005-02-24",0.143898153880555
"Okataina","1","2005-03-22",0.171569264877494
"Okataina","1","2005-04-19",0.171048849320229
"Okataina","1","2005-05-25",0.106727242949388
"Okataina","1","2005-06-21",0.134181124833587
"Okataina","1","2005-07-20",0.13579045505658
"Okataina","1","2005-08-23",0.147352187571839
"Okataina","1","2005-09-23",0.158113346423816
"Okataina","1","2005-10-26",0.156518647178212
"Okataina","1","2005-11-15",0.180695266128435
"Okataina","1","2005-12-13",0.147102778561104
"Okataina","1","2006-01-31",0.149966586761649
"Okataina","1","2006-02-22",0.125206525780648
"Okataina","1","2006-03-22",0.165454684167919
"Okataina","1","2006-04-18",0.148817711351397
"Okataina","1","2006-05-23",0.167737004836518
"Okataina","1","2006-06-22",0.137160940879292
"Okataina","1","2006-07-18",0.139570862794365
"Okataina","1","2006-08-17",0.164411629394316
"Okataina","1","2006-09-19",0.144066757093694
"Okataina","1","2006-10-31",0.170530671118233
"Okataina","1","2006-11-13",0.165710342119299
"Okataina","1","2006-12-14",0.153801587476419
"Okataina","1","2007-01-17",0.15145719601811
"Okataina","1","2007-02-26",0.155139178996474
"Okataina","1","2007-03-20",0.17044992916615
"Okataina","1","2007-04-23",0.154513625246365
"Okataina","1","2007-05-22",0.157394525650291
"Okataina","1","2007-06-20",0.146073960823072
"Okataina","1","2007-07-24",0.137519973105537
"Okataina","1","2007-08-21",0.155975512416339
"Okataina","1","2007-09-18",0.150718244136241
"Okataina","1","2007-10-16",0.16937226044212
"Okataina","1","2007-11-13",0.177414769353859
"Okataina","1","2007-12-11",0.144937158405101
"Okataina","1","2008-01-15",0.176996156507632
"Okataina","1","2008-02-19",0.146677371186657
"Okataina","1","2008-03-18",0.162308285125001
"Okataina","1","2008-04-21",0.17259899758235
"Okataina","1","2008-05-20",0.15784849064228
"Okataina","1","2008-06-20",0.13054407620786
"Okataina","1","2008-08-05",0.158205429768931
"Okataina","1","2008-10-21",0.148517882277603
"Okataina","1","2008-11-18",0.145582346731113
"Okataina","1","2008-12-16",0.169006053733152
"Okataina","1","2009-01-13",0.154531806860812
"Okataina","1","2009-02-17",0.155155173864625
"Okataina","1","2009-03-17",0.149818179648633
"Okataina","1","2009-04-22",0.174613054091711
"Okataina","1","2009-05-19",0.167964765533886
"Okataina","1","2009-06-22",0.145516016300222
"Okataina","1","2009-07-21",0.138454420107987
"Okataina","1","2009-08-17",0.290074481416579
"Okataina","1","2009-09-22",0.23621800182533
"Okataina","1","2009-10-28",0.224233886001874
"Okataina","1","2009-11-17",0.200705069208004
"Okataina","1","2009-12-16",0.192588543486806
"Okataina","1","2010-01-20",0.192672490805931
"Okataina","1","2010-02-17",0.177992115766731
"Okataina","1","2010-03-23",0.191797533271687
"Okataina","1","2010-05-18",0.198989734415932
"Okataina","1","2010-06-15",0.228899535396566
"Okataina","1","2010-07-22",0.25420673500078
"Okataina","1","2010-08-17",0.323335792246895
"Okataina","1","2010-09-27",0.262328376868979
"Okataina","1","2010-10-19",0.242195666941613
"Okataina","1","2010-11-16",0.211089229147633
"Okataina","1","2010-12-14",0.192146750470573
"Okataina","1","2011-01-18",0.19435981910917
"Okataina","1","2011-02-16",0.193682059276841
"Okataina","1","2011-03-25",0.181524881526079
"Okataina","1","2011-04-20",0.207733601649792
"Okataina","1","2011-05-23",0.204007172006582
"Okataina","1","2011-06-20",0.229188079405531
"Okataina","1","2011-07-19",0.263168407892712
"Okataina","1","2011-08-16",0.38784242517034
"Okataina","1","2011-09-21",0.325027580619222
"Okataina","1","2011-10-25",0.241161501422108
"Okataina","1","2011-11-14",0.211786481043948
"Okataina","1","2011-12-21",0.209229766316303
"Okataina","1","2012-01-17",0.199729759041379
"Okataina","1","2012-02-22",0.179168160697123
"Okataina","1","2012-03-28",0.153669786654536
"Okataina","1","2012-04-17",0.168079363399938
"Okataina","1","2012-05-15",0.244018135213045
"Okataina","1","2012-06-25",0.241913846377408
"Okataina","1","2012-07-18",0.413581502308049
"Okataina","1","2012-08-14",0.340707004102352
"Okataina","1","2012-09-18",0.359533418259177
"Okataina","1","2012-10-16",0.264378742630422
"Okataina","1","2012-11-13",0.213569411465907
"Okataina","1","2012-12-06",0.194327069761861
"Okataina","1","2013-01-15",0.184507977574958
"Okataina","1","2013-02-19",0.198122888635199
"Okataina","1","2013-03-19",0.180705803184105
"Okataina","1","2013-04-22",0.13429337859634
"Okataina","1","2013-06-17",0.129373007273282
"Okataina","1","2013-07-15",0.384270361813172
"Okataina","1","2013-08-19",0.299347110346504
"Okataina","1","2013-09-18",0.289549590805278
"Okataina","1","2013-10-16",0.253936970689776
"Okataina","1","2013-11-19",0.197358437932511
"Okataina","1","2013-12-11",0.187463333944206
"Okataina","1","2014-01-14",0.202682185926703
"Okataina","1","2014-02-18",0.19133992975267
"Okataina","1","2014-03-18",0.182825620106387
"Okataina","1","2014-04-15",0.187186332863329
"Okataina","1","2014-05-20",0.197437942556891
"Okataina","1","2014-06-17",0.196747523349826
"Okataina","1","2014-08-19",0.262832318106513
"Okataina","1","2014-09-16",0.250299132624228
"Okataina","1","2014-10-20",0.233351683039335
"Okataina","1","2014-11-20",0.218672302715004
"Okataina","1","2014-12-16",0.181869621184261
"Okataina","1","2015-01-20",0.200302690570524
"Okataina","1","2015-03-18",0.200353285351625
"Okataina","1","2015-04-14",0.201095555885516
"Okataina","1","2015-05-19",0.17889612322467
"Okataina","1","2015-06-16",0.219714775896376
"Okataina","1","2015-07-21",0.393832658406383
"Okataina","1","2015-08-18",0.315026417775118
"Okataina","1","2015-09-19",0.311775915481955
"Okataina","1","2015-10-20",0.211407673115425
"Okataina","1","2015-11-17",0.185494536015825
"Okataina","1","2015-12-15",0.192576032793633
"Okataina","1","2016-01-20",0.209055248647111
"Okataina","1","2016-02-16",0.182687158015505
"Okataina","1","2016-03-15",0.172837336713224
"Okataina","1","2016-04-18",0.206174078378512
"Okataina","1","2016-05-17",0.181937618325846
"Okataina","1","2016-06-14",0.21922739902113
"Okataina","1","2016-07-19",0.234442514909198
"Okataina","1","2016-09-19",0.290234189011769
"Okataina","1","2016-10-18",0.24286176867144
"Okataina","1","2016-11-15",0.184895179423735
"Okataina","1","2016-12-12",0.154232351114604
"Okataina","1","2017-01-17",0.195314315489445
"Okataina","1","2017-02-14",0.195559515842041
"Okataina","1","2017-03-14",0.192935154503472
"Okataina","1","2017-04-18",0.204676228953161
"Okataina","1","2017-07-18",0.132590470171257
"Okataina","1","2017-08-15",0.392770971602914
"Okataina","1","2017-09-19",0.291309823257529
"Okataina","1","2017-12-12",0.225727810175682
"Okataina","1","2018-01-16",0.21391565608537
"Okataina","1","2018-03-28",0.213304716262134
"Okataina","1","2018-04-17",0.194861089888032
"Okataina","1","2018-05-15",0.203754165882881
